State,BudgetDetail,value,Year
Hawaii,Percent from Fees / Other,,2015
Hawaii,Percent from Fees / Other,31.30,2011_old
Hawaii,Percent from Fees / Other,31.33,2013
Hawaii,Percent from Fees / Other,,2013_old
Hawaii,Percent from General Fund,1.01,2012
Hawaii,Percent from General Fund,,2014
Hawaii,Percent from General Fund,,2015
Hawaii,Percent from General Fund,0.95,2011_old
Hawaii,Percent from General Fund,1.01,2013
Hawaii,Percent from General Fund,,2013_old
Hawaii,Status of Budget,Current,2012
Hawaii,Status of Budget,Enacted,2014
Hawaii,Status of Budget,Enacted,2015
Hawaii,Status of Budget,Actual,2011_old
Hawaii,Status of Budget,Proposed,2013
Hawaii,Status of Budget,Enacted,2013_old
Idaho,Amount from Federal Government,,2009
Idaho,Amount from Federal Government,,2010
Idaho,Amount from Federal Government,,2012
Idaho,Amount from Federal Government,40206200,2014
Idaho,Amount from Federal Government,39349200,2015
Idaho,Amount from Federal Government,,2011
Idaho,Amount from Federal Government,,2011_old
Idaho,Amount from Federal Government,,2013
Idaho,Amount from Federal Government,36053400,2013_old
Idaho,Amount from Fees / Other,,2009
Idaho,Amount from Fees / Other,,2010
Idaho,Amount from Fees / Other,,2012
Idaho,Amount from Fees / Other,11385200,2014
Idaho,Amount from Fees / Other,11321500,2015
Idaho,Amount from Fees / Other,,2011
Idaho,Amount from Fees / Other,,2011_old
Idaho,Amount from Fees / Other,,2013
Idaho,Amount from Fees / Other,11624800,2013_old
Idaho,Amount from General Fund,,2009
Idaho,Amount from General Fund,,2010
Idaho,Amount from General Fund,,2012
Idaho,Amount from General Fund,14839100,2014
Idaho,Amount from General Fund,15636200,2015
Idaho,Amount from General Fund,,2011
Idaho,Amount from General Fund,,2011_old
Idaho,Amount from General Fund,,2013
Idaho,Amount from General Fund,14276200,2013_old
Idaho,Amount of Budget from SRF,15983000,2012
Idaho,Amount of Budget from SRF,16740000,2011_old
Idaho,Amount of Budget from SRF,,2013
Idaho,Environmental Agency Budget,,2012
Idaho,Environmental Agency Budget,,2011_old
Idaho,Environmental Agency Budget,,2013
Idaho,Environmental Agency Budget (No SRF),,2012
Idaho,Environmental Agency Budget (No SRF),,2011_old
Idaho,Environmental Agency Budget (No SRF),,2013
Idaho,Environmental Agency Budget (SRF Added),78109700,2012
Idaho,Environmental Agency Budget (SRF Added),71829000,2011_old
Idaho,Environmental Agency Budget (SRF Added),61954400,2013
Idaho,Percent from Federal Government,60,2009
Idaho,Percent from Federal Government,65,2010
Idaho,Percent from Federal Government,57.45,2012
Idaho,Percent from Federal Government,,2014
Idaho,Percent from Federal Government,,2015
Idaho,Percent from Federal Government,60,2011
Idaho,Percent from Federal Government,56.33,2011_old
Idaho,Percent from Federal Government,58.19,2013
Idaho,Percent from Federal Government,,2013_old
Idaho,Percent from Fees / Other,9,2009
Idaho,Percent from Fees / Other,12,2010
Idaho,Percent from Fees / Other,20.34,2012
Idaho,Percent from Fees / Other,,2014
Idaho,Percent from Fees / Other,,2015
Idaho,Percent from Fees / Other,15,2011
Idaho,Percent from Fees / Other,18.15,2011_old
Idaho,Percent from Fees / Other,18.77,2013
Idaho,Percent from Fees / Other,,2013_old
Idaho,Percent from General Fund,31,2009
Idaho,Percent from General Fund,23,2010
Idaho,Percent from General Fund,22.21,2012
Idaho,Percent from General Fund,,2014
Idaho,Percent from General Fund,,2015
Idaho,Percent from General Fund,25,2011
Idaho,Percent from General Fund,25.52,2011_old
Idaho,Percent from General Fund,23.04,2013
Idaho,Percent from General Fund,,2013_old
Idaho,Status of Budget,Actual,2009
Idaho,Status of Budget,Estimated,2010
Idaho,Status of Budget,Current,2012
Idaho,Status of Budget,Final,2014
Idaho,Status of Budget,Final,2015
Idaho,Status of Budget,Appropriated,2011
Idaho,Status of Budget,Final,2011_old
Idaho,Status of Budget,Appropriated,2013
Idaho,Status of Budget,Final,2013_old
Illinois,Amount from Federal Government,,2009
Illinois,Amount from Federal Government,,2010
Illinois,Amount from Federal Government,,2012
Illinois,Amount from Federal Government,62322800,2014
Illinois,Amount from Federal Government,63640300,2015
Illinois,Amount from Federal Government,,2011
Illinois,Amount from Federal Government,,2011_old
Illinois,Amount from Federal Government,,2013
Illinois,Amount from Federal Government,65788600,2013_old
Illinois,Amount from Fees / Other,,2009
Illinois,Amount from Fees / Other,,2010
Illinois,Amount from Fees / Other,,2012
Illinois,Amount from Fees / Other,234855900,2014
Illinois,Amount from Fees / Other,240969600,2015
Illinois,Amount from Fees / Other,,2011
Illinois,Amount from Fees / Other,,2011_old
Illinois,Amount from Fees / Other,,2013
Illinois,Amount from Fees / Other,223360500,2013_old
Illinois,Amount from General Fund,,2009
Illinois,Amount from General Fund,,2010
Illinois,Amount from General Fund,,2012
Illinois,Amount from General Fund,0,2014
Illinois,Amount from General Fund,0,2015
Illinois,Amount from General Fund,,2011
Illinois,Amount from General Fund,,2011_old
Illinois,Amount from General Fund,,2013
Illinois,Amount from General Fund,0,2013_old
Illinois,Amount of Budget from SRF,Included,2012
Illinois,Amount of Budget from SRF,Included,2011_old
Illinois,Amount of Budget from SRF,Included,2013
Illinois,Environmental Agency Budget,213914319,2009
Illinois,Environmental Agency Budget,278528325,2010
Illinois,Environmental Agency Budget,288578700,2012
Illinois,Environmental Agency Budget,297178700,2014
Illinois,Environmental Agency Budget,304609900,2015
Illinois,Environmental Agency Budget,265591300,2011
Illinois,Environmental Agency Budget,279191300,2011_old
Illinois,Environmental Agency Budget,289149100,2013
Illinois,Environmental Agency Budget,289149100,2013_old
Illinois,Percent from Federal Government,20.52,2009
Illinois,Percent from Federal Government,26.26,2010
Illinois,Percent from Federal Government,24.36,2012
Illinois,Percent from Federal Government,,2014
Illinois,Percent from Federal Government,,2015
Illinois,Percent from Federal Government,24.91,2011
Illinois,Percent from Federal Government,24.91,2011_old
Illinois,Percent from Federal Government,22.75,2013
Illinois,Percent from Federal Government,,2013_old
Illinois,Percent from Fees / Other,78.73,2009
Illinois,Percent from Fees / Other,73.69,2010
Illinois,Percent from Fees / Other,75.64,2012
Illinois,Percent from Fees / Other,,2014
Illinois,Percent from Fees / Other,,2015
Illinois,Percent from Fees / Other,75.09,2011
Illinois,Percent from Fees / Other,75.09,2011_old
Illinois,Percent from Fees / Other,77.25,2013
Illinois,Percent from Fees / Other,,2013_old
Illinois,Percent from General Fund,0.75,2009
Illinois,Percent from General Fund,0.05,2010
Illinois,Percent from General Fund,0,2012
Illinois,Percent from General Fund,,2014
Illinois,Percent from General Fund,,2015
Illinois,Percent from General Fund,0,2011
Illinois,Percent from General Fund,0,2011_old
Illinois,Percent from General Fund,0,2013
Illinois,Percent from General Fund,,2013_old
Illinois,Status of Budget,Final spending,2009
Illinois,Status of Budget,Current,2010
Illinois,Status of Budget,Enacted,2012
Illinois,Status of Budget,Final,2014
Illinois,Status of Budget,Final,2015
Illinois,Status of Budget,Proposed,2011
Illinois,Status of Budget,Final,2011_old
Illinois,Status of Budget,Recommended,2013
Illinois,Status of Budget,Final,2013_old
Indiana,Amount from Federal Government,,2009
Indiana,Amount from Federal Government,,2010
Indiana,Amount from Federal Government,,2012
Indiana,Amount from Federal Government,24381116,2014
Indiana,Amount from Federal Government,24381116,2015
Indiana,Amount from Federal Government,,2011
Indiana,Amount from Federal Government,,2011_old
Indiana,Amount from Federal Government,,2013
Indiana,Amount from Federal Government,23966403,2013_old
Indiana,Amount from Fees / Other,,2009
Indiana,Amount from Fees / Other,,2010
Indiana,Amount from Fees / Other,,2012
Indiana,Amount from Fees / Other,87105653,2014
Indiana,Amount from Fees / Other,87105653,2015
Indiana,Amount from Fees / Other,,2011
Indiana,Amount from Fees / Other,,2011_old
Indiana,Amount from Fees / Other,,2013
Indiana,Amount from Fees / Other,86305980,2013_old
Indiana,Amount from General Fund,,2009
Indiana,Amount from General Fund,,2010
Indiana,Amount from General Fund,,2012
Indiana,Amount from General Fund,23608443,2014
Indiana,Amount from General Fund,23608443,2015
Indiana,Amount from General Fund,,2011
Indiana,Amount from General Fund,,2011_old
Indiana,Amount from General Fund,,2013
Indiana,Amount from General Fund,24370331,2013_old
Indiana,Amount of Budget from SRF,49375000,2012
Indiana,Amount of Budget from SRF,51656000,2011_old
Indiana,Amount of Budget from SRF,,2013
Indiana,Environmental Agency Budget,,2012
Indiana,Environmental Agency Budget,135095212,2014
Indiana,Environmental Agency Budget,135095212,2015
Indiana,Environmental Agency Budget,,2011_old
Indiana,Environmental Agency Budget,,2013
Indiana,Environmental Agency Budget,134642714,2013_old
Indiana,Environmental Agency Budget (No SRF),,2012
Indiana,Environmental Agency Budget (No SRF),,2011_old
Indiana,Environmental Agency Budget (No SRF),,2013
Indiana,Environmental Agency Budget (SRF Added),184017715,2012
Indiana,Environmental Agency Budget (SRF Added),186688074,2011_old
Indiana,Environmental Agency Budget (SRF Added),134642715,2013
Indiana,Percent from Federal Government,19,2009
Indiana,Percent from Federal Government,19,2010
Indiana,Percent from Federal Government,17.80,2012
Indiana,Percent from Federal Government,,2014
Indiana,Percent from Federal Government,,2015
Indiana,Percent from Federal Government,21.50,2011
Indiana,Percent from Federal Government,18.80,2011_old
Indiana,Percent from Federal Government,17.80,2013
Indiana,Percent from Federal Government,,2013_old
Indiana,Percent from Fees / Other,48,2009
Indiana,Percent from Fees / Other,48.60,2010
Indiana,Percent from Fees / Other,64.10,2012
Indiana,Percent from Fees / Other,,2014
Indiana,Percent from Fees / Other,,2015
Indiana,Percent from Fees / Other,48.50,2011
Indiana,Percent from Fees / Other,63.70,2011_old
Indiana,Percent from Fees / Other,64.10,2013
Indiana,Percent from Fees / Other,,2013_old
Indiana,Percent from General Fund,27,2009
Indiana,Percent from General Fund,25.90,2010
Indiana,Percent from General Fund,18.10,2012
Indiana,Percent from General Fund,,2014
Indiana,Percent from General Fund,,2015
Indiana,Percent from General Fund,31,2011
Indiana,Percent from General Fund,17.50,2011_old
Indiana,Percent from General Fund,18.10,2013
Indiana,Percent from General Fund,,2013_old
Indiana,Status of Budget,Final,2009
Indiana,Status of Budget,Final as passed; Excludes Tank fees,2010
Indiana,Status of Budget,Final,2012
Indiana,Status of Budget,Final,2014
Indiana,Status of Budget,Final,2015
Indiana,Status of Budget,Final as passed; Excludes Tank fees,2011
Indiana,Status of Budget,Actual,2011_old
Indiana,Status of Budget,Final,2013
Indiana,Status of Budget,Final,2013_old
Iowa,Amount from Federal Government,,2009
Iowa,Amount from Federal Government,,2010
Iowa,Amount from Federal Government,23940277,2014
Iowa,Amount from Federal Government,25807769,2015
Iowa,Amount from Federal Government,,2011
Iowa,Amount from Federal Government,24488377,2013_old
Iowa,Amount from Fees / Other,,2009
Iowa,Amount from Fees / Other,,2010
Iowa,Amount from Fees / Other,27236313,2014
Iowa,Amount from Fees / Other,26634014,2015
Iowa,Amount from Fees / Other,,2011
Iowa,Amount from Fees / Other,26707484,2013_old
Iowa,Amount from General Fund,,2009
Iowa,Amount from General Fund,,2010
Iowa,Amount from General Fund,3562070,2014
Iowa,Amount from General Fund,3273290,2015
Iowa,Amount from General Fund,,2011
Iowa,Amount from General Fund,3528705,2013_old
Iowa,Environmental Agency Budget,46800000,2009
Iowa,Environmental Agency Budget,52400000,2010
Iowa,Environmental Agency Budget,54739661,2014
Iowa,Environmental Agency Budget,55715073,2015
Iowa,Environmental Agency Budget,51000000,2011
Iowa,Environmental Agency Budget,54727567,2013_old
Iowa,Percent from Federal Government,36,2009
Iowa,Percent from Federal Government,39,2010
Iowa,Percent from Federal Government,,2014
Iowa,Percent from Federal Government,,2015
Iowa,Percent from Federal Government,41,2011
Iowa,Percent from Federal Government,,2013_old
Iowa,Percent from Fees / Other,49,2009
Iowa,Percent from Fees / Other,49,2010
Iowa,Percent from Fees / Other,,2014
Iowa,Percent from Fees / Other,,2015
Iowa,Percent from Fees / Other,50,2011
Iowa,Percent from Fees / Other,,2013_old
Iowa,Percent from General Fund,15,2009
Iowa,Percent from General Fund,12,2010
Iowa,Percent from General Fund,,2014
Iowa,Percent from General Fund,,2015
Iowa,Percent from General Fund,9,2011
Iowa,Percent from General Fund,,2013_old
Iowa,Status of Budget,Approved,2009
Iowa,Status of Budget,Current,2010
Iowa,Status of Budget,Final,2014
Iowa,Status of Budget,Final,2015
Iowa,Status of Budget,Budgeted,2011
Iowa,Status of Budget,Final,2013_old
Kansas,Amount from Federal Government,,2012
Kansas,Amount from Federal Government,23292277,2014
Kansas,Amount from Federal Government,24552469,2015
Kansas,Amount from Federal Government,,2011_old
Kansas,Amount from Federal Government,,2013
Kansas,Amount from Federal Government,24586380,2013_old
Kansas,Amount from Fees / Other,,2012
Kansas,Amount from Fees / Other,35850397,2014
Kansas,Amount from Fees / Other,38647718,2015
Kansas,Amount from Fees / Other,,2011_old
Kansas,Amount from Fees / Other,,2013
Kansas,Amount from Fees / Other,42755400,2013_old
Kansas,Amount from General Fund,,2012
Kansas,Amount from General Fund,5276350,2014
Kansas,Amount from General Fund,5213074,2015
Kansas,Amount from General Fund,,2011_old
Kansas,Amount from General Fund,,2013
Kansas,Amount from General Fund,6332748,2013_old
Kansas,Amount of Budget from SRF,Included,2012
Kansas,Amount of Budget from SRF,Included,2011_old
Kansas,Amount of Budget from SRF,Included,2013
Kansas,Environmental Agency Budget,74133338,2012
Kansas,Environmental Agency Budget,64419024,2014
Kansas,Environmental Agency Budget,68413261,2015
Kansas,Environmental Agency Budget,72538778,2011_old
Kansas,Environmental Agency Budget,72603904,2013
Kansas,Environmental Agency Budget,73674528,2013_old
Kansas,Percent from Federal Government,39.00,2012
Kansas,Percent from Federal Government,,2014
Kansas,Percent from Federal Government,,2015
Kansas,Percent from Federal Government,40.00,2011_old
Kansas,Percent from Federal Government,38.00,2013
Kansas,Percent from Federal Government,,2013_old
Kansas,Percent from Fees / Other,55.00,2012
Kansas,Percent from Fees / Other,,2014
Kansas,Percent from Fees / Other,,2015
Kansas,Percent from Fees / Other,55.00,2011_old
Kansas,Percent from Fees / Other,57.00,2013
Kansas,Percent from Fees / Other,,2013_old
Kansas,Percent from General Fund,6.00,2012
Kansas,Percent from General Fund,,2014
Kansas,Percent from General Fund,,2015
Kansas,Percent from General Fund,5.00,2011_old
Kansas,Percent from General Fund,5.00,2013
Kansas,Percent from General Fund,,2013_old
Kansas,Status of Budget,Current,2012
Kansas,Status of Budget,Final,2014
Kansas,Status of Budget,Final,2015
Kansas,Status of Budget,Final,2011_old
Kansas,Status of Budget,Proposed,2013
Kansas,Status of Budget,Final,2013_old
Kentucky,Amount from Federal Government,,2009
Kentucky,Amount from Federal Government,,2010
Kentucky,Amount from Federal Government,,2012
Kentucky,Amount from Federal Government,23405148,2014
Kentucky,Amount from Federal Government,21542592,2015
Kentucky,Amount from Federal Government,,2011
Kentucky,Amount from Federal Government,,2011_old
Kentucky,Amount from Federal Government,,2013
Kentucky,Amount from Federal Government,24269958,2013_old
Kentucky,Amount from Fees / Other,,2009
Kentucky,Amount from Fees / Other,,2010
Kentucky,Amount from Fees / Other,,2012
Kentucky,Amount from Fees / Other,58195188,2014
Kentucky,Amount from Fees / Other,61832044,2015
Kentucky,Amount from Fees / Other,,2011
Kentucky,Amount from Fees / Other,,2011_old
Kentucky,Amount from Fees / Other,,2013
Kentucky,Amount from Fees / Other,50624480,2013_old
Kentucky,Amount from General Fund,,2009
Kentucky,Amount from General Fund,,2010
Kentucky,Amount from General Fund,,2012
Kentucky,Amount from General Fund,21982000,2014
Kentucky,Amount from General Fund,21417700,2015
Kentucky,Amount from General Fund,,2011
Kentucky,Amount from General Fund,,2011_old
Kentucky,Amount from General Fund,,2013
Kentucky,Amount from General Fund,20606962,2013_old
Kentucky,Amount of Budget from SRF,31125000,2012
Kentucky,Amount of Budget from SRF,32579000,2011_old
Kentucky,Amount of Budget from SRF,,2013
Kentucky,Environmental Agency Budget,72955642,2009
Kentucky,Environmental Agency Budget,79890900,2010
Kentucky,Environmental Agency Budget,,2012
Kentucky,Environmental Agency Budget,103582336,2014
Kentucky,Environmental Agency Budget,104792336,2015
Kentucky,Environmental Agency Budget,78509400,2011
Kentucky,Environmental Agency Budget,,2011_old
Kentucky,Environmental Agency Budget,,2013
Kentucky,Environmental Agency Budget,95501400,2013_old
Kentucky,Environmental Agency Budget (No SRF),,2012
Kentucky,Environmental Agency Budget (No SRF),,2011_old
Kentucky,Environmental Agency Budget (No SRF),,2013
Kentucky,Environmental Agency Budget (SRF Added),145510600,2012
Kentucky,Environmental Agency Budget (SRF Added),135353338,2011_old
Kentucky,Environmental Agency Budget (SRF Added),110901200,2013
Kentucky,Percent from Federal Government,30,2009
Kentucky,Percent from Federal Government,29,2010
Kentucky,Percent from Federal Government,22.81,2012
Kentucky,Percent from Federal Government,,2014
Kentucky,Percent from Federal Government,,2015
Kentucky,Percent from Federal Government,28,2011
Kentucky,Percent from Federal Government,24.15,2011_old
Kentucky,Percent from Federal Government,20.94,2013
Kentucky,Percent from Federal Government,,2013_old
Kentucky,Percent from Fees / Other,41,2009
Kentucky,Percent from Fees / Other,44,2010
Kentucky,Percent from Fees / Other,59.12,2012
Kentucky,Percent from Fees / Other,,2014
Kentucky,Percent from Fees / Other,,2015
Kentucky,Percent from Fees / Other,44,2011
Kentucky,Percent from Fees / Other,54.94,2011_old
Kentucky,Percent from Fees / Other,60.52,2013
Kentucky,Percent from Fees / Other,,2013_old
Kentucky,Percent from General Fund,29,2009
Kentucky,Percent from General Fund,27,2010
Kentucky,Percent from General Fund,18.08,2012
Kentucky,Percent from General Fund,,2014
Kentucky,Percent from General Fund,,2015
Kentucky,Percent from General Fund,28,2011
Kentucky,Percent from General Fund,20.92,2011_old
Kentucky,Percent from General Fund,18.54,2013
Kentucky,Percent from General Fund,,2013_old
Kentucky,Status of Budget,Final,2009
Kentucky,Status of Budget,Adopted,2010
Kentucky,Status of Budget,Current,2012
Kentucky,Status of Budget,Actual,2014
Kentucky,Status of Budget,Actual,2015
Kentucky,Status of Budget,Adopted (reduction in General Funds will likely occur in FY11) ,2011
Kentucky,Status of Budget,Actual,2011_old
Kentucky,Status of Budget,Enacted,2013
Kentucky,Status of Budget,Actual,2013_old
Louisiana,Amount from Federal Government,,2012
Louisiana,Amount from Federal Government,,2011_old
Louisiana,Amount from Federal Government,,2013
Louisiana,Amount from Fees / Other,,2012
Louisiana,Amount from Fees / Other,,2011_old
Louisiana,Amount from Fees / Other,,2013
Louisiana,Amount from General Fund,,2012
Louisiana,Amount from General Fund,,2011_old
Louisiana,Amount from General Fund,,2013
Louisiana,Amount of Budget from SRF,32656000,2012
Louisiana,Amount of Budget from SRF,34195000,2011_old
Louisiana,Amount of Budget from SRF,,2013
Louisiana,Environmental Agency Budget,,2012
Louisiana,Environmental Agency Budget,,2011_old
Louisiana,Environmental Agency Budget,,2013
Louisiana,Environmental Agency Budget (No SRF),,2012
Louisiana,Environmental Agency Budget (No SRF),,2011_old
Louisiana,Environmental Agency Budget (No SRF),,2013
Louisiana,Environmental Agency Budget (SRF Added),163360754,2012
Louisiana,Environmental Agency Budget (SRF Added),151360857,2011_old
Louisiana,Environmental Agency Budget (SRF Added),118765439,2013
Louisiana,Percent from Federal Government,19.33,2012
Louisiana,Percent from Federal Government,16.20,2011_old
Louisiana,Percent from Federal Government,19.19,2013
Louisiana,Percent from Fees / Other,80.48,2012
Louisiana,Percent from Fees / Other,83.80,2011_old
Louisiana,Percent from Fees / Other,80.60,2013
Louisiana,Percent from General Fund,0.19,2012
Louisiana,Percent from General Fund,0,2011_old
Louisiana,Percent from General Fund,0.21,2013
Louisiana,Status of Budget,Operating,2012
Louisiana,Status of Budget,Actual,2011_old
Louisiana,Status of Budget,Recommended,2013
Maine,Amount from Federal Government,,2009
Maine,Amount from Federal Government,,2010
Maine,Amount from Federal Government,,2012
Maine,Amount from Federal Government,20742590,2014
Maine,Amount from Federal Government,19918437,2015
Maine,Amount from Federal Government,,2011
Maine,Amount from Federal Government,,2011_old
Maine,Amount from Federal Government,,2013
Maine,Amount from Federal Government,20156056,2013_old
Maine,Amount from Fees / Other,,2009
Maine,Amount from Fees / Other,,2010
Maine,Amount from Fees / Other,,2012
Maine,Amount from Fees / Other,54527114,2014
Maine,Amount from Fees / Other,52618901,2015
Maine,Amount from Fees / Other,,2011
Maine,Amount from Fees / Other,,2011_old
Maine,Amount from Fees / Other,,2013
Maine,Amount from Fees / Other,56639892,2013_old
Maine,Amount from General Fund,,2009
Maine,Amount from General Fund,,2010
Maine,Amount from General Fund,,2012
Maine,Amount from General Fund,6423298,2014
Maine,Amount from General Fund,7090422,2015
Maine,Amount from General Fund,,2011
Maine,Amount from General Fund,,2011_old
Maine,Amount from General Fund,,2013
Maine,Amount from General Fund,5958052,2013_old
Maine,Amount of Budget from SRF,20026000,2012
Maine,Amount of Budget from SRF,20964000,2011_old
Maine,Amount of Budget from SRF,,2013
Maine,Environmental Agency Budget,,2012
Maine,Environmental Agency Budget,81693002,2014
Maine,Environmental Agency Budget,79627760,2015
Maine,Environmental Agency Budget,,2011_old
Maine,Environmental Agency Budget,,2013
Maine,Environmental Agency Budget,82754000,2013_old
Maine,Environmental Agency Budget (No SRF),,2012
Maine,Environmental Agency Budget (No SRF),,2011_old
Maine,Environmental Agency Budget (No SRF),,2013
Maine,Environmental Agency Budget (SRF Added),97463356,2012
Maine,Environmental Agency Budget (SRF Added),97720145,2011_old
Maine,Environmental Agency Budget (SRF Added),77816748,2013
Maine,Percent from Federal Government,22.30,2009
Maine,Percent from Federal Government,20.50,2010
Maine,Percent from Federal Government,23.30,2012
Maine,Percent from Federal Government,,2014
Maine,Percent from Federal Government,,2015
Maine,Percent from Federal Government,20.50,2011
Maine,Percent from Federal Government,23.30,2011_old
Maine,Percent from Federal Government,23.50,2013
Maine,Percent from Federal Government,,2013_old
Maine,Percent from Fees / Other,66.10,2009
Maine,Percent from Fees / Other,70.60,2010
Maine,Percent from Fees / Other,67.50,2012
Maine,Percent from Fees / Other,,2014
Maine,Percent from Fees / Other,,2015
Maine,Percent from Fees / Other,70.60,2011
Maine,Percent from Fees / Other,69.10,2011_old
Maine,Percent from Fees / Other,67.80,2013
Maine,Percent from Fees / Other,,2013_old
Maine,Percent from General Fund,11.60,2009
Maine,Percent from General Fund,8.90,2010
Maine,Percent from General Fund,9.20,2012
Maine,Percent from General Fund,,2014
Maine,Percent from General Fund,,2015
Maine,Percent from General Fund,8.90,2011
Maine,Percent from General Fund,7.60,2011_old
Maine,Percent from General Fund,8.70,2013
Maine,Percent from General Fund,,2013_old
Maine,Status of Budget,Final as spent,2009
Maine,Status of Budget,As enacted,2010
Maine,Status of Budget,Budgeted,2012
Maine,Status of Budget,Final,2014
Maine,Status of Budget,Final,2015
Maine,Status of Budget,As enacted,2011
Maine,Status of Budget,Enacted,2011_old
Maine,Status of Budget,Budgeted,2013
Maine,Status of Budget,Final,2013_old
Maryland,Amount from Federal Government,,2009
Maryland,Amount from Federal Government,,2010
Maryland,Amount from Federal Government,,2012
Maryland,Amount from Federal Government,73363563,2014
Maryland,Amount from Federal Government,75018067,2015
Maryland,Amount from Federal Government,,2011
Maryland,Amount from Federal Government,,2011_old
Maryland,Amount from Federal Government,,2013
Maryland,Amount from Federal Government,78028912,2013_old
Maryland,Amount from Fees / Other,,2009
Maryland,Amount from Fees / Other,,2010
Maryland,Amount from Fees / Other,,2012
Maryland,Amount from Fees / Other,263020091,2014
Maryland,Amount from Fees / Other,270833935,2015
Maryland,Amount from Fees / Other,,2011
Maryland,Amount from Fees / Other,,2011_old
Maryland,Amount from Fees / Other,,2013
Maryland,Amount from Fees / Other,354264469,2013_old
Maryland,Amount from General Fund,,2009
Maryland,Amount from General Fund,,2010
Maryland,Amount from General Fund,,2012
Maryland,Amount from General Fund,36568233,2014
Maryland,Amount from General Fund,33212121,2015
Maryland,Amount from General Fund,,2011
Maryland,Amount from General Fund,,2011_old
Maryland,Amount from General Fund,,2013
Maryland,Amount from General Fund,32428322,2013_old
Maryland,Amount of Budget from SRF,Included,2012
Maryland,Amount of Budget from SRF,Included,2011_old
Maryland,Amount of Budget from SRF,Included,2013
Maryland,Environmental Agency Budget,288511057,2012
Maryland,Environmental Agency Budget,372951887,2014
Maryland,Environmental Agency Budget,379064123,2015
Maryland,Environmental Agency Budget,256837522,2011_old
Maryland,Environmental Agency Budget,493629433,2013
Maryland,Environmental Agency Budget,464721703,2013_old
Maryland,Percent from Federal Government,23,2009
Maryland,Percent from Federal Government,17,2010
Maryland,Percent from Federal Government,31.86,2012
Maryland,Percent from Federal Government,,2014
Maryland,Percent from Federal Government,,2015
Maryland,Percent from Federal Government,20,2011
Maryland,Percent from Federal Government,22.50,2011_old
Maryland,Percent from Federal Government,16.49,2013
Maryland,Percent from Federal Government,,2013_old
Maryland,Percent from Fees / Other,61,2009
Maryland,Percent from Fees / Other,71,2010
Maryland,Percent from Fees / Other,57,2012
Maryland,Percent from Fees / Other,,2014
Maryland,Percent from Fees / Other,,2015
Maryland,Percent from Fees / Other,68,2011
Maryland,Percent from Fees / Other,64.75,2011_old
Maryland,Percent from Fees / Other,77.14,2013
Maryland,Percent from Fees / Other,,2013_old
Maryland,Percent from General Fund,16,2009
Maryland,Percent from General Fund,11,2010
Maryland,Percent from General Fund,10.69,2012
Maryland,Percent from General Fund,,2014
Maryland,Percent from General Fund,,2015
Maryland,Percent from General Fund,12,2011
Maryland,Percent from General Fund,12.74,2011_old
Maryland,Percent from General Fund,6.37,2013
Maryland,Percent from General Fund,,2013_old
Maryland,Status of Budget,Final,2009
Maryland,Status of Budget,Current,2010
Maryland,Status of Budget,Appropriated,2012
Maryland,Status of Budget,Actual,2014
Maryland,Status of Budget,Actual,2015
Maryland,Status of Budget,Current,2011
Maryland,Status of Budget,Actual,2011_old
Maryland,Status of Budget,Allowed,2013
Maryland,Status of Budget,Actual,2013_old
Massachusetts,Amount from Federal Government,,2009
Massachusetts,Amount from Federal Government,,2010
Massachusetts,Amount from Federal Government,,2012
Massachusetts,Amount from Federal Government,19922433,2014
Massachusetts,Amount from Federal Government,20112919,2015
Massachusetts,Amount from Federal Government,,2011
Massachusetts,Amount from Federal Government,,2011_old
Massachusetts,Amount from Federal Government,,2013
Massachusetts,Amount from Federal Government,22334126,2013_old
Massachusetts,Amount from Fees / Other,,2009
Massachusetts,Amount from Fees / Other,,2010
Massachusetts,Amount from Fees / Other,,2012
Massachusetts,Amount from Fees / Other,29436465,2014
Massachusetts,Amount from Fees / Other,24241767,2015
Massachusetts,Amount from Fees / Other,,2011
Massachusetts,Amount from Fees / Other,,2011_old
Massachusetts,Amount from Fees / Other,,2013
Massachusetts,Amount from Fees / Other,27367440,2013_old
Massachusetts,Amount from General Fund,,2009
Massachusetts,Amount from General Fund,,2010
Massachusetts,Amount from General Fund,,2012
Massachusetts,Amount from General Fund,54615397,2014
Massachusetts,Amount from General Fund,58071141,2015
Massachusetts,Amount from General Fund,,2011
Massachusetts,Amount from General Fund,,2011_old
Massachusetts,Amount from General Fund,,2013
Massachusetts,Amount from General Fund,50074036,2013_old
Massachusetts,Amount of Budget from SRF,Included,2012
Massachusetts,Amount of Budget from SRF,Included,2011_old
Massachusetts,Amount of Budget from SRF,Included,2013
Massachusetts,Capital spending included in the Environmental Agency Budget,7178261,2014
Massachusetts,Capital spending included in the Environmental Agency Budget,6159487,2015
Massachusetts,Capital spending included in the Environmental Agency Budget,7028551,2013_old
Massachusetts,Environmental Agency Budget,113110030,2009
Massachusetts,Environmental Agency Budget,101322315,2010
Massachusetts,Environmental Agency Budget,102461000,2012
Massachusetts,Environmental Agency Budget,111152556,2014
Massachusetts,Environmental Agency Budget,108585314,2015
Massachusetts,Environmental Agency Budget,91127101,2011
Massachusetts,Environmental Agency Budget,96432000,2011_old
Massachusetts,Environmental Agency Budget,109169840,2013
Massachusetts,Environmental Agency Budget,106804153,2013_old
