,incidentId,incidentNumber,incidentDate,incidentTime,amPm,reporterClass,eventType,permiteeClass,permiteeName,permiteeId,outfallId,municipality,reportingType,location,latitude,longitude,waterBody,waterBodyDescription,volumnOfEvent,rainfallData,hours,minutes,month,additionalInformation,submittedDate,parentIncidentId,Year
1,c1e6974d-3662-488d-9179-50b4178ec3c6,24011446,2024-10-12 11:42:23,05:30,,Verified Data Report,SSO – Failure of Pump Station or Associated Force Main,Non-CSO,"NEEDHAM, TOWN OF",,,NEEDHAM,,Other,,,Other,No Water Body was affected,500.0,0.0,1.0,30.0,,,2024-10-16 12:32:17.817,,2024.0
2,be848e03-11c0-4fc7-b504-5a8fdf1c94db,24011803,2024-12-12 19:36:57,21:30,,Verified Data Report,SSO – Failure of Pump Station or Associated Force Main,Non-CSO,"NEEDHAM, TOWN OF",,,NEEDHAM,,Other,,,Other,,500.0,0.0,2.0,0.0,,Please note DPW phone systems were being upgraded during this period and were intermittently out of service through 12/13.,2024-12-18 15:00:16.757,,2024.0
3,121401d8-739c-4f7b-99f5-51dd51fbce33,22000688,2022-09-26 18:07:52,11:58,AM,Public Notification Report,SSO – Failure of Pump Station or Associated Force Main,Non-CSO,CONCORD WASTEWATER TREATMENT FACILITY,MA0100668,,CONCORD,Initial-Ceased,Other,42.45888,71.39417,Other,Nashoba Brook,,,,,,"Estimated SSO discharge volume was 3,900 gallons.",2022-09-26 18:21:54.030,,2022.0
4,c170a994-d4f5-40fb-8de5-b8bfcd4a4e14,24007595-2,2024-01-10 13:49:37,10:00,,Public Notification Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,"BEDFORD, TOWN OF",,,BEDFORD,Ceased,Other,,,Other,Shawsheen River,,,,,,,2024-01-11 13:51:21.983,,2024.0
5,b3897554-1099-4f25-ac7b-9cdd9b479d4d,23007262-1-1,2023-12-20 14:40:22,00:15,,Public Notification Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,"BEDFORD, TOWN OF",,,BEDFORD,Ceased,Other,,,Other,Shawsheen River,,,,,,,2023-12-20 08:05:20.313,,2023.0
6,035ca02a-0823-4f27-bf70-d3858d5c5a49,23007262-2,2023-12-19 14:40:22,12:15,,Verified Data Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,"BEDFORD, TOWN OF",,,BEDFORD,,Other,,,Other,Shawsheen River,174000.0,1.06,12.0,0.0,,,2024-01-04 09:49:00.733,,2023.0
7,e0ce6dae-e3a7-4017-ab83-42a4888d03ca,24007595-1,2024-01-10 13:49:37,10:00,,Public Notification Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,"BEDFORD, TOWN OF",,,BEDFORD,Ongoing,Other,,,Other,Shawsheen River,,,,,,,2024-01-11 09:09:00.033,,2024.0
8,f0866c9d-8b79-43bd-b975-7f5255806451,24007595-3,2024-01-10 08:29:47,10:00,,Verified Data Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,"BEDFORD, TOWN OF",,,BEDFORD,,Other,,,Other,Shawsheen River,808000.0,2.37,25.0,45.0,,Several inches of snow had also fallen before storm and contributed to overall precipitation amount.,2024-01-31 08:32:06.243,,2024.0
9,33898b4c-36bf-46a6-b9fd-7bc2bfa9605e,24007595,2024-01-10 13:49:37,10:00,,Public Notification Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,"BEDFORD, TOWN OF",,,BEDFORD,Initial-Ongoing,Other,,,Other,Shawsheen River,,,,,,,2024-01-10 16:12:30.643,,2024.0
10,977c2414-b548-4bca-b5af-77873f878389,23007262,2023-12-19 14:40:22,12:15,,Public Notification Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,"BEDFORD, TOWN OF",,,BEDFORD,Initial-Ongoing,Other,,,Other,Shawsheen River,,,,,,,2023-12-19 14:49:04.463,,2023.0
11,ed25f61c-7a10-4eac-84f3-50a5bd4f789a,23007262-1,2023-12-19 14:40:22,20:15,,Public Notification Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,"BEDFORD, TOWN OF",,,BEDFORD,Ongoing,Other,,,Other,Shawsheen River,,,,,,,2023-12-20 08:01:58.343,,2023.0
12,550adb53-a5fa-4ee1-a0e8-cad851c1e8ae,24007621,2024-01-10 19:18:51,06:27,,Public Notification Report,SSO – System Surcharging Under High Flow Conditions,CSO,MASSACHUSETTS WATER RESOURCES AUTHORITY,MA0103284,,MEDFORD,Initial-Ceased,Other,42.42247,-71.14399,Other,Mystic River,,,,,,A notification for the wrong location was initially sent.  We sent a correction.  The affected area was unchanged.,2024-01-10 19:58:46.597,,2024.0
13,e36fccee-8c4b-4622-a2df-e2d0dd2a926c,24007621-1,2024-01-10 00:00:00,07:30,,Verified Data Report,SSO – System Surcharging Under High Flow Conditions,CSO,MASSACHUSETTS WATER RESOURCES AUTHORITY,MA0103284,,MEDFORD,,Other,,,Other,Mystic River,569752.0,2.47,6.0,15.0,,,2024-02-13 13:13:12.463,,2024.0
14,262cca88-8a1c-49bd-83d7-e0d6d0416260,26015826,,,,No Events for the month,,,UPPER BLACKSTONE WATER POLLUTION ABATEMENT DISTRICT,MA0102369,,MILLBURY,,,,,,,,,,,Mar,,2026-04-01 08:14:16.987,,
15,233ec7a4-212f-4aa5-8945-de4233b85181,25013288,,,,No Events for the month,,,UPPER BLACKSTONE WATER POLLUTION ABATEMENT DISTRICT,MA0102369,,MILLBURY,,,,,,,,,,,May,,2025-06-02 06:38:07.633,,
16,95a60174-6a1b-4a1a-96c6-e6f030fafe31,25012308,,,,No Events for the month,,,UPPER BLACKSTONE WATER POLLUTION ABATEMENT DISTRICT,MA0102369,,MILLBURY,,,,,,,,,,,Feb,,2025-03-03 06:51:26.197,,
17,616cbccb-21dd-492d-846f-e4d4371a2604,24011098,,,,No Events for the month,,,UPPER BLACKSTONE WATER POLLUTION ABATEMENT DISTRICT,MA0102369,,MILLBURY,,,,,,,,,,,Aug,,2024-09-03 14:18:30.417,,
18,07d5eff0-d3e9-413e-84d8-e9aec91d4a29,25014322,,,,No Events for the month,,,UPPER BLACKSTONE WATER POLLUTION ABATEMENT DISTRICT,MA0102369,,MILLBURY,,,,,,,,,,,Aug,,2025-09-02 06:23:56.773,,
19,54887956-756b-4a17-87da-d226d0e68dd6,26015503,,,,No Events for the month,,,UPPER BLACKSTONE WATER POLLUTION ABATEMENT DISTRICT,MA0102369,,MILLBURY,,,,,,,,,,,Dec,,2026-01-02 10:00:36.000,,
20,82fbe62f-0204-469d-872c-fae0901f36af,25014585,,,,No Events for the month,,,UPPER BLACKSTONE WATER POLLUTION ABATEMENT DISTRICT,MA0102369,,MILLBURY,,,,,,,,,,,Sep,,2025-10-01 07:55:57.930,,
21,4f4dd8f1-7f4d-415f-9a32-b8b225a78e9c,25013691,,,,No Events for the month,,,UPPER BLACKSTONE WATER POLLUTION ABATEMENT DISTRICT,MA0102369,,MILLBURY,,,,,,,,,,,Jun,,2025-07-01 06:55:25.560,,
22,6ba138e7-7b80-4bbd-a7b9-bb1618bbda3c,25012158,,,,No Events for the month,,,UPPER BLACKSTONE WATER POLLUTION ABATEMENT DISTRICT,MA0102369,,MILLBURY,,,,,,,,,,,Jan,,2025-02-03 13:33:20.303,,
23,c6ca1e15-3c4c-40f5-b5de-bcb02d56b8e6,24011386,,,,No Events for the month,,,UPPER BLACKSTONE WATER POLLUTION ABATEMENT DISTRICT,MA0102369,,MILLBURY,,,,,,,,,,,Sep,,2024-10-01 07:49:22.233,,
24,8aea4941-77b5-4763-ae15-bc520c3b187d,26015657,,,,No Events for the month,,,UPPER BLACKSTONE WATER POLLUTION ABATEMENT DISTRICT,MA0102369,,MILLBURY,,,,,,,,,,,Feb,,2026-03-03 08:29:25.373,,
25,0b56d596-5aab-42e1-9f3d-c4664c6e5dba,24011587,,,,No Events for the month,,,UPPER BLACKSTONE WATER POLLUTION ABATEMENT DISTRICT,MA0102369,,MILLBURY,,,,,,,,,,,Nov,,2024-12-02 07:42:03.270,,
26,ebb58b3c-86ec-43a7-b7dd-942c4ce47afa,25013987,,,,No Events for the month,,,UPPER BLACKSTONE WATER POLLUTION ABATEMENT DISTRICT,MA0102369,,MILLBURY,,,,,,,,,,,Jul,,2025-08-04 06:41:31.057,,
27,9b16d063-4386-4b56-a4a8-a8d6b9741a07,25011910,,,,No Events for the month,,,UPPER BLACKSTONE WATER POLLUTION ABATEMENT DISTRICT,MA0102369,,MILLBURY,,,,,,,,,,,Dec,,2025-01-03 12:13:08.227,,
28,e32354cc-772c-48af-9412-8329f3d6746a,25012899,,,,No Events for the month,,,UPPER BLACKSTONE WATER POLLUTION ABATEMENT DISTRICT,MA0102369,,MILLBURY,,,,,,,,,,,Apr,,2025-05-01 14:06:30.453,,
29,8ddd9c3f-1d88-4eeb-b58d-6945e54ec309,25012550,,,,No Events for the month,,,UPPER BLACKSTONE WATER POLLUTION ABATEMENT DISTRICT,MA0102369,,MILLBURY,,,,,,,,,,,Mar,,2025-04-01 06:40:55.580,,
30,3054b703-aaea-423a-b5b1-376cd2561635,26015613,,,,No Events for the month,,,UPPER BLACKSTONE WATER POLLUTION ABATEMENT DISTRICT,MA0102369,,MILLBURY,,,,,,,,,,,Jan,,2026-02-03 08:29:29.753,,
31,51cfbd12-0cba-4fce-bba5-285b1a3ab10f,24010739,,,,No Events for the month,,,UPPER BLACKSTONE WATER POLLUTION ABATEMENT DISTRICT,MA0102369,,MILLBURY,,,,,,,,,,,Jul,,2024-08-05 14:59:43.187,,
32,ed3c4d10-fe6f-4021-b158-0a2081f4667b,24011490,,,,No Events for the month,,,UPPER BLACKSTONE WATER POLLUTION ABATEMENT DISTRICT,MA0102369,,MILLBURY,,,,,,,,,,,Oct,,2024-11-04 06:35:23.707,,
33,f9711946-b918-450e-9fde-1ed3a98cffb6,25015003,,,,No Events for the month,,,UPPER BLACKSTONE WATER POLLUTION ABATEMENT DISTRICT,MA0102369,,MILLBURY,,,,,,,,,,,Oct,,2025-11-03 08:04:07.390,,
34,dcaa88cb-df8b-45fa-b0b7-617fefad0f57,25015285,,,,No Events for the month,,,UPPER BLACKSTONE WATER POLLUTION ABATEMENT DISTRICT,MA0102369,,MILLBURY,,,,,,,,,,,Nov,,2025-12-01 07:58:20.300,,
35,3f1db5d2-7837-4617-9480-0935c475827a,24011513,,,,No Events for the month,,,CITY OF CAMBRIDGE,MA0101974,,CAMBRIDGE,,,,,,,,,,,Oct,,2024-11-08 12:01:45.600,,
36,f09d4be9-5ed5-4c46-963e-433cec02cbaf,26015624,,,,No Events for the month,,,CITY OF CAMBRIDGE,MA0101974,,CAMBRIDGE,,,,,,,,,,,Jan,,2026-02-09 11:54:03.640,,
37,1cc932d8-5a30-476b-87c1-4e31d0800f6c,26015556,,,,No Events for the month,,,CITY OF CAMBRIDGE,MA0101974,,CAMBRIDGE,,,,,,,,,,,Dec,,2026-01-12 12:23:42.657,,
38,ee0879b0-3090-4efd-9ace-b2358b9f0199,25015322,,,,No Events for the month,,,CITY OF CAMBRIDGE,MA0101974,,CAMBRIDGE,,,,,,,,,,,Nov,,2025-12-01 14:31:47.553,,
39,1c1ad647-edb4-4220-bdef-8deac829f8a7,24011394,,,,No Events for the month,,,CITY OF CAMBRIDGE,MA0101974,,CAMBRIDGE,,,,,,,,,,,Sep,,2024-10-07 11:58:18.333,,
40,5ace25cf-e71d-4926-93b8-ebb4f43a0ede,24011597,,,,No Events for the month,,,CITY OF CAMBRIDGE,MA0101974,,CAMBRIDGE,,,,,,,,,,,Nov,,2024-12-05 12:05:55.923,,
41,f11025e8-4653-4847-8e86-e406c28125af,25012373,,,,No Events for the month,,,CITY OF CAMBRIDGE,MA0101974,,CAMBRIDGE,,,,,,,,,,,Feb,,2025-03-06 11:16:32.527,,
42,6285a86d-744e-477d-b76c-dbd755c73505,26015774,,,,No Events for the month,,,CITY OF CAMBRIDGE,MA0101974,,CAMBRIDGE,,,,,,,,,,,Feb,,2026-03-17 13:30:30.633,,
43,c74badfc-67a5-4e7c-9a29-cebbf6bee93e,23006988-1,2023-12-08 09:47:40,09:30,,Verified Data Report,SSO – System Surcharging Under High Flow Conditions,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,,LONGMEADOW,,Other,,,Other,Longmeadow Brook,1200.0,0.0,1.0,20.0,,,2023-12-20 10:10:43.493,,2023.0
44,e44a6e79-14b5-409e-b340-ce87cee81e8b,23002839,2023-03-30 00:00:00,10:30,,Verified Data Report,SSO – Failure of Pump Station or Associated Force Main,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,,LONGMEADOW,,Other,,,Other,,66000.0,0.0,5.0,30.0,,,2023-04-14 10:43:02.100,,2023.0
45,325aab11-a842-47eb-90e5-963dc264893c,23006798-1,2023-10-31 00:00:00,13:40,,Verified Data Report,SSO – System Surcharging Under High Flow Conditions,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,,LONGMEADOW,,Other,,,Other,Longmeadow Brook,1500.0,0.0,0.0,35.0,,,2023-12-20 09:59:18.947,,2023.0
46,eb3adad5-cf12-41f8-9942-b812798fcad0,25012140,2025-01-22 17:16:41,18:00,,Public Notification Report,SSO – Failure of Pump Station or Associated Force Main,Non-CSO,LONGMEADOW DEPARTMENT OF PUBLIC WORKS,,,LONGMEADOW,Initial-Ceased,Other,,,Other,,,,,,,,2025-01-29 08:49:10.603,,2025.0
47,a1dd49d8-b480-4865-b325-afa24cfcfd61,23006988,2023-12-08 08:57:58,09:30,,Public Notification Report,SSO – System Surcharging Under High Flow Conditions,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,,LONGMEADOW,Initial-Ceased,Other,,,Other,LONGMEADOW BROOK,,,,,,,2023-12-11 10:02:10.237,,2023.0
48,5636b425-0866-4564-940f-7b80dcbfb94d,23002753,2023-03-30 07:54:28,10:30,,Public Notification Report,SSO – Failure of Pump Station or Associated Force Main,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,,LONGMEADOW,Initial-Ceased,Other,,,Other,NO BODY OF WATER IN THE AFFECTED AREA,,,,,,,2023-03-31 08:06:45.233,,2023.0
49,7d5c6bb6-d596-4c2c-a7b6-3642aee02191,23006798,2023-10-31 00:00:00,14:30,,Public Notification Report,SSO – System Surcharging Under High Flow Conditions,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,,LONGMEADOW,Initial-Ceased,Other,,,Other,Longmeadow Brook,,,,,,,2023-11-09 08:25:14.723,,2023.0
0,927d9022-8bf4-49a2-b332-27889406911e,23004818-1,2023-01-27 00:00:00,10:30,,Verified Data Report,SSO – Failure of Pump Station or Associated Force Main,Non-CSO,ROCKPORT WASTE WATER TREATMENT PLANT,MA0100145,,ROCKPORT,,Other,,,Other,Rockport Harbor,258000.0,0.0,3.0,0.0,,,2023-08-08 14:48:34.950,,2023.0
1,cf0ef919-2e8d-4f95-acd8-2e9f20778b7e,23004818,2023-01-28 00:00:00,10:30,,Verified Data Report,SSO – Failure of Pump Station or Associated Force Main,Non-CSO,ROCKPORT WASTE WATER TREATMENT PLANT,MA0100145,,ROCKPORT,,Other,,,Other,Rockport Harbor,258000.0,0.0,3.0,0.0,,,2023-08-08 14:45:34.790,,2023.0
2,3b337dc0-00dd-4ed7-8978-03a58aabd774,23004817,2023-01-26 00:00:00,14:00,,Verified Data Report,SSO – Failure of Pump Station or Associated Force Main,Non-CSO,ROCKPORT WASTE WATER TREATMENT PLANT,MA0100145,,ROCKPORT,,Other,,,Other,Rockport Harbor,500000.0,1.04,6.0,30.0,,,2023-08-08 14:41:40.320,,2023.0
3,364ec815-f88c-4c97-871a-7ac0fd1bcd82,23004815,2023-01-26 00:00:00,14:00,,Public Notification Report,SSO – Failure of Pump Station or Associated Force Main,Non-CSO,ROCKPORT WASTE WATER TREATMENT PLANT,MA0100145,,ROCKPORT,Initial-Ceased,Other,,,Other,Rockport Harbor,,,,,,,2023-08-08 14:36:15.857,,2023.0
4,a0b25aa7-fcb7-4fc0-b83e-45cf7e72685b,23004816,2023-01-27 00:00:00,10:30,,Public Notification Report,SSO – Failure of Pump Station or Associated Force Main,Non-CSO,ROCKPORT WASTE WATER TREATMENT PLANT,MA0100145,,ROCKPORT,Initial-Ceased,Other,,,Other,Rockport Harbor,,,,,,,2023-08-08 14:37:48.017,,2023.0
5,505833cd-82ad-475c-8d7f-e6d7bc550697,25012306,2025-02-03 14:01:15,13:00,,Verified Data Report,SSO – Failure of Pump Station or Associated Force Main,Non-CSO,ROCKPORT WASTE WATER TREATMENT PLANT,MA0100145,,ROCKPORT,,Other,,,Other,"Rockport Harbor and Old Harbor, Rockport, MA OF-21, OF-26",376000.0,0.0,24.0,0.0,,,2025-02-28 09:50:29.530,,2025.0
6,dd376d2d-3712-4934-b896-ff4b6fca40a7,25011946,2025-01-13 19:40:13,13:00,,Public Notification Report,SSO – Discharge Through Wastewater Outfall,Non-CSO,WEBSTER WASTWATER TREATMENT FACILITY,MA0100439,,WEBSTER,Initial-Ceased,Other,,,Other,French River & Quinebaug Watershed,,,,,,"A very small leak was discovered on a bell joint on a 24"" gravity sewer main along the French River located at 661 South Main Street.  The leak was repaired at 3:00PM.  ",2025-01-13 15:16:47.780,,2025.0
7,63393a0f-9feb-430b-b50a-06afe8a7549b,25011947,2025-01-13 19:40:13,13:00,,Verified Data Report,SSO – Discharge Through Wastewater Outfall,Non-CSO,WEBSTER WASTWATER TREATMENT FACILITY,MA0100439,,WEBSTER,,Other,,,Other,French River & Quinebaug Watershed,500.0,0.0,2.0,1.0,,"A very small leak was discovered on a bell joint on a 24"" gravity sewer main along the French River located at 661 South Main Street.  The leak was repaired at 3:00PM.  ",2025-01-13 15:33:47.487,,2025.0
8,b9e055b4-6f0d-4550-9334-0bdba1fce437,22000141-1,2022-08-08 13:39:26,10:30,AM,Public Notification Report,SSO – Discharge Through Wastewater Outfall,Non-CSO,"QUINCY, CITY OF",,,QUINCY,Ceased,Other,42.26895,-71.000726,Other,Blacks Creek Marsh,,,,,,,2022-08-11 09:19:36.373,,2022.0
9,991dd8f3-606a-43a8-9bb7-b617dc18e457,24008484,2024-03-10 12:33:26,16:15,,Public Notification Report,SSO – Failure of Pump Station or Associated Force Main,Non-CSO,"BEVERLY, CITY OF",,,BEVERLY,Initial-Ceased,Other,,,Other,Bass River,,,,,,,2024-03-13 12:43:24.450,,2024.0
10,be22412e-ae70-437d-80e1-9341b2b16963,23004921,2023-08-08 16:49:14,13:15,,Public Notification Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,"WATERTOWN, CITY OF",,,WATERTOWN,Initial-Ceased,Other,,,Other,Charles River,,,,,,"Please note: Form did not allow submission of discharge volume, rainfall data, etc. Please reach out if this information is required.",2023-08-08 17:38:28.163,,2023.0
11,fc172d76-99d4-436b-934f-cd2066641f54,23002580-1,2023-03-03 00:00:00,18:00,,Verified Data Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,"WATERTOWN, CITY OF",,,WATERTOWN,,Other,,,Other,,50.0,0.0,0.0,10.0,,,2024-02-01 11:38:26.203,,2023.0
12,057b3e48-77bf-49b4-ad0e-d1053b802f6c,23006951,2023-11-29 07:06:53,06:20,,Public Notification Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,"WATERTOWN, CITY OF",,,WATERTOWN,Initial-Ceased,Other,,,Other,,,,,,,,2023-11-29 09:39:07.030,,2023.0
13,455601cc-21ed-4f76-8744-0aa31d8294c7,23002580,2023-03-03 21:32:51,18:00,,Public Notification Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,"WATERTOWN, CITY OF",,,WATERTOWN,Initial-Ceased,Other,,,Other,,,,,,,Back up from non city owned line was freed within 5-10 minutes,2023-03-03 22:20:58.310,,2023.0
14,872602a9-bf4d-4d47-b5f1-08b14176e3bd,23006951-1,2023-11-29 00:00:00,06:20,,Verified Data Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,"WATERTOWN, CITY OF",,,WATERTOWN,,Other,,,Other,Other,50.0,0.0,1.0,45.0,,,2024-02-01 12:28:26.133,,2023.0
15,44353f66-06bb-4a19-a4a8-4ab954e2f890,22000036,2022-07-13 21:01:32,5:30,PM,Public Notification Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,"WATERTOWN, CITY OF",,,WATERTOWN,Initial-Ceased,Other,,,Other,,,,,,,,2022-07-13 21:20:54.737,,2022.0
16,13ebb66e-1c9c-4aaa-840e-5e6e60823bb5,23004921-1,2023-08-08 00:00:00,13:15,,Verified Data Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,"WATERTOWN, CITY OF",,,WATERTOWN,,Other,,,Other,Charles River,750.0,0.0,2.0,0.0,,,2024-02-01 11:47:52.310,,2023.0
17,feefa59e-d26f-4587-b3f5-d428351223bc,24007457-1,2024-01-10 08:17:33,06:39,,Verified Data Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,SOUTH ESSEX SEWERAGE DISTRICT,MA0100501,,SALEM,,Other,,,Other,Cat Cove / Salem Harbor,2350.0,3.6,15.0,20.0,,,2024-01-11 09:40:09.873,,2024.0
18,d8e6055b-c0f5-4a45-9b80-68c5d3c45495,24007457,2024-01-10 08:17:33,06:38,,Public Notification Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,SOUTH ESSEX SEWERAGE DISTRICT,MA0100501,,SALEM,Initial-Ongoing,Other,,,Other,Cat Cove / Salem Harbor,,,,,,,2024-01-11 09:27:07.573,,2024.0
19,9f1e1042-6e5b-4c4f-a719-22d84d7fdc49,23006808,2023-11-11 08:22:04,06:00,,Verified Data Report,SSO – Failure of Pump Station or Associated Force Main,CSO,CITY OF CHELSEA,MA0101877,,CHELSEA,,Other,,,Other,Back up into private residence,40.0,0.0,3.0,0.0,,Summary of incident in attachments.,2023-11-16 08:30:10.407,,2023.0
20,9ad9601b-eaee-4c89-af12-b2115bea8c4f,23004352,2023-07-16 12:53:16,11:30,,Public Notification Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,GREENFIELD WATER POLLUTION CONTROL FACILITY,MA0101214,,GREENFIELD,Initial-Ceased,Other,42.5769635,-72.5991992,Other,Green RIver ,,,,,,"Total discharge estimated at 90,000 gallons. The event lasted approximately 4.25 hours. I was unable to enter this on the first page. ",2023-07-17 13:03:28.593,,2023.0
21,9c323be6-625a-4b29-8dd6-b16e82218ffe,23003994,2023-07-10 13:30:54,12:00,,Public Notification Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,GREENFIELD WATER POLLUTION CONTROL FACILITY,MA0101214,,GREENFIELD,Initial-Ceased,Other,42.5769635,-72.5991992,Other,Green RIver ,,,,,,Overflow is ongoing ,2023-07-11 08:14:56.700,,2023.0
22,5c1347f9-9272-4622-9eee-b43938260810,23005750,2023-09-08 21:27:20,19:40,,Public Notification Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,GREENFIELD WATER POLLUTION CONTROL FACILITY,MA0101214,,GREENFIELD,Initial-Ceased,Other,42.5769635,-72.5991992,Other,Green RIver ,,,,,,,2023-09-11 14:18:15.667,,2023.0
23,f52410ce-105c-4058-aecc-8e220409a12b,24008603,2024-03-23 11:52:50,19:30,,Verified Data Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,GREENFIELD WATER POLLUTION CONTROL FACILITY,MA0101214,,GREENFIELD,,Other,42.5769635,-72.5991992,Other,Green RIver ,20881.0,2.45,2.0,0.0,,,2024-03-25 11:56:11.733,,2024.0
24,a6a64846-f3f8-4f5a-9563-8cf6370a1ca1,23004812,2023-07-16 00:00:00,11:30,,Verified Data Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,GREENFIELD WATER POLLUTION CONTROL FACILITY,MA0101214,,GREENFIELD,,Other,,,Other,Green RIver ,90000.0,1.6,4.0,15.0,,,2023-08-08 11:43:53.903,,2023.0
25,51d8d02b-d174-499e-886c-39315302aa4a,23007161,2023-12-18 10:46:21,10:30,,Public Notification Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,GREENFIELD WATER POLLUTION CONTROL FACILITY,MA0101214,,GREENFIELD,Initial-Ceased,Other,42.5769635,-72.5991992,Other,Green River,497330.0,3.7,9.0,45.0,,,2023-12-21 10:45:42.957,,2023.0
26,f4bebd72-ca4b-4d42-b314-058532f1a631,23004771,2023-07-21 00:00:00,16:23,,Public Notification Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,GREENFIELD WATER POLLUTION CONTROL FACILITY,MA0101214,,GREENFIELD,Initial-Ceased,Other,42.5769635,-72.5991992,Other,Green RIver ,,,,,,,2023-08-03 07:32:35.327,,2023.0
27,f1b37911-c108-4ce2-87cd-045cb4792c57,23006142,2023-09-08 13:01:37,19:40,,Verified Data Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,GREENFIELD WATER POLLUTION CONTROL FACILITY,MA0101214,,GREENFIELD,,Other,42.5769635,-72.5991992,Other,Green RIver ,66240.0,1.74,1.0,45.0,,,2023-09-18 13:06:37.100,,2023.0
28,66a4ce03-e329-4844-8afa-0e7fb69dd75a,23004813,2023-07-10 00:00:00,11:48,,Verified Data Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,GREENFIELD WATER POLLUTION CONTROL FACILITY,MA0101214,,GREENFIELD,,Other,,,Other,Green RIver ,156060.0,1.93,5.0,40.0,,,2023-08-08 14:05:53.293,,2023.0
29,93553e93-8b3d-4fc7-9c49-6fcc517570d8,23007298,2023-12-17 10:36:29,10:30,,Verified Data Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,GREENFIELD WATER POLLUTION CONTROL FACILITY,MA0101214,,GREENFIELD,,Other,42.5769635,-72.5991992,Other,Green River,497330.0,3.7,9.0,45.0,,,2023-12-21 10:48:34.920,,2023.0
30,2d574b3a-c3d3-4915-bf8f-732bb0fcc42c,24008601,2024-03-23 10:52:57,19:35,,Public Notification Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,GREENFIELD WATER POLLUTION CONTROL FACILITY,MA0101214,,GREENFIELD,Initial-Ceased,Other,42.576935,-72.5991992,Other,Green River,20881.0,2.45,2.0,0.0,,,2024-03-25 11:51:49.163,,2024.0
31,7c0f3a44-1e80-4de5-9f03-5a14d8811f7d,23004814,2023-07-21 00:00:00,16:07,,Verified Data Report,SSO – System Surcharging Under High Flow Conditions,Non-CSO,GREENFIELD WATER POLLUTION CONTROL FACILITY,MA0101214,,GREENFIELD,,Other,,,Other,Green RIver ,1407810.0,4.56,19.0,42.0,,,2023-08-08 14:09:59.507,,2023.0
32,736b70ca-c789-4078-9c03-59a79899e65a,24008661,2024-03-29 09:27:51,01:35,,Public Notification Report,SSO – Discharge Through Wastewater Outfall,CSO,CITY OF GLOUCESTER,MA0100625,,GLOUCESTER,Initial-Ongoing,Other,,,Other,Gloucester Inner Harbor,,,,,,,2024-03-29 14:43:21.437,,2024.0
33,16dd7317-69ef-4386-b1e7-5769d648446b,25013031,,,,No Events for the month,,,CITY OF GLOUCESTER,MA0100625,,GLOUCESTER,,,,,,,,,,,Apr,,2025-05-08 09:06:26.213,,
34,f9ff19c2-e037-4b12-91ba-53f2b9a6129a,26015633,,,,No Events for the month,,,CITY OF GLOUCESTER,MA0100625,,GLOUCESTER,,,,,,,,,,,Jan,I am having an issue adding the required reports.,2026-02-13 11:27:08.700,,
35,acecd396-9664-4b80-adca-45511ee1c830,24011588,,,,No Events for the month,,,CITY OF GLOUCESTER,MA0100625,,GLOUCESTER,,,,,,,,,,,Nov,,2024-12-04 13:33:23.173,,
