,bill_number,general_court,bill_title,bill_id,env_relevance_score,is_environmental,cluster_id,summary,categories,tags,is_env_llm,is_environmental_embedding
51,3836,192,An Act prohibiting disposal by incineration of certain aqueous film-forming foam,H3836,0.0905956625938415,1,20,"This bill would prohibit the disposal of certain firefighting foams, specifically those containing perfluoroalkyl and polyfluoroalkyl substances (PFAS), through incineration. If passed, this would aim to prevent the release of these chemicals into the environment through air emissions from burning. The policy intent is to reduce environmental contamination and potential public health risks associated with PFAS.","[""Environmental Protection""]","[""Hazardous wastes and toxic substances"", ""Pollution control and abatement"", ""Air quality""]",True,1
52,2085,188,"Joint Committee on Telecommunications, Utilities & Energy - An Act requiring the timely adoption of greenhouse gas emission limits for the year 2030",S2085,0.0900013446807861,1,14,"This bill would require the Secretary of Energy and Environmental Affairs to adopt a statewide greenhouse gas emissions limit for 2030. If passed, the limit would need to be between 35% and 60% below 1990 levels, along with a plan to achieve this reduction. The bill would also mandate that these 2030 limits and plans be adopted by January 1, 2021, ensuring timely action on climate goals.","[""Environmental Protection"", ""Energy""]","[""Air quality"", ""Pollution control and abatement"", ""Renewable energy sources"", ""Energy efficiency and conservation""]",True,1
53,410,189,"S. 410, resolve relative to establishing a comprehensive waste management hierarchy in Massachusetts",S410,0.0889667272567749,1,2,"If passed, this bill would urge the Department of Environmental Protection to establish a comprehensive waste management hierarchy for Massachusetts. This hierarchy would prioritize waste reduction, reuse, recycling, and energy recovery over landfill disposal. The goal is to create a more progressive policy for managing waste remaining after recycling, moving away from landfills as the default option due to their environmental impact.","[""Environmental Protection""]","[""Solid waste and recycling"", ""Pollution control and abatement"", ""Environmental regulatory procedures"", ""Air quality""]",True,1
54,3999,194,An Act relative to establishing accountability for stormwater runoff mitigation and watershed restoration,H3999,0.0879498720169067,1,22,"This bill would establish a framework for accountability in mitigating stormwater runoff and restoring watersheds. If passed, it would likely lead to new regulations or programs aimed at reducing pollution and improving the health of local water bodies. The real-world impact would be cleaner rivers, streams, and coastal areas, benefiting both ecosystems and public health.","[""Environmental Protection"", ""Public and Natural Resources""]","[""Water quality"", ""Pollution control and abatement"", ""Water resources"", ""Environmental regulatory procedures""]",True,1
55,1072,194,An Act of improving environmental justice in Black communities,H1072,0.0876948833465576,1,19,"This bill would require the state to identify and address environmental injustices disproportionately affecting Black communities. If passed, it would aim to reduce pollution burdens and improve environmental quality in these areas. The goal is to ensure that all communities, regardless of race, have equal protection from environmental hazards and equal access to environmental benefits.","[""Environmental Protection"", ""Housing and Community Development""]","[""Environmental health"", ""Pollution control and abatement"", ""Community life and organization"", ""Urban and suburban affairs and development""]",True,1
56,4820,192,An Act to ban the use of PFAS in food packaging,H4820,0.0876449346542358,1,14,"If passed, this bill would prohibit the manufacture, sale, or distribution of food packaging in Massachusetts that contains intentionally added perfluoroalkyl and polyfluoroalkyl substances (PFAS). It would require manufacturers and suppliers of food packaging to provide certificates of compliance to purchasers, affirming that their products meet these new standards. This legislation aims to reduce public exposure to PFAS chemicals through food packaging, which could have positive impacts on public health and environmental quality.","[""Environmental Protection"", ""Food, Drugs and Alcohol""]","[""Environmental health"", ""Hazardous wastes and toxic substances"", ""Food supply, safety, and labeling"", ""Pollution control and abatement""]",True,1
57,2893,192,An Act relative to chemicals in food packaging,S2893,0.0875598788261413,1,6,"This bill, if passed, would prohibit the sale and distribution of food packaging in Massachusetts that contains intentionally added perfluoroalkyl and polyfluoroalkyl substances (PFAS). Manufacturers and suppliers would be required to provide certificates of compliance to purchasers, confirming that their packaging meets these new standards. This measure aims to reduce public exposure to these chemicals, which are often referred to as ""forever chemicals,"" through food packaging.","[""Environmental Protection"", ""Food, Drugs and Alcohol""]","[""Hazardous wastes and toxic substances"", ""Pollution control and abatement"", ""Food supply, safety, and labeling"", ""Environmental health""]",True,1
58,2126,190,An Act relative to the Massachusetts Wetlands Protection Act,H2126,0.0875558853149414,1,24,"This bill would amend the Massachusetts Wetlands Protection Act to specifically define and include areas used for growing aquatic organisms under controlled conditions as a ""resource area."" If passed, it would also clarify that certain activities aimed at improving fish passage, such as removing downed trees, sediment, or excessive vegetation, and maintaining fish ladders, would be permissible within these resource areas. These activities would need to be conducted by authorized entities like the Division of Marine Fisheries and would be limited to the minimum work necessary to remove specific impediments, without impacting other protected interests.","[""Environmental Protection"", ""Public and Natural Resources""]","[""Wetlands"", ""Water quality"", ""Environmental regulatory procedures"", ""Marine and coastal resources, fisheries"", ""Water resources""]",True,1
59,773,188,An Act allowing local wetlands bylaw decisions to be appealed to land court,S773,0.0875389575958252,1,13,"This bill would allow decisions made by local authorities regarding wetlands bylaws to be appealed to the Land Court. If passed, this would provide an additional avenue for review of local wetlands determinations, potentially impacting development projects and environmental protection efforts. The intent is to offer a specialized judicial forum for disputes over local wetlands regulations.","[""Environmental Protection"", ""Law and Judiciary""]","[""Wetlands"", ""Environmental regulatory procedures"", ""Judicial review and appeals"", ""Civil actions and liability""]",True,1
60,2723,193,Studying the effect of per- and polyfluoroalkyl substances in commercial products,S2723,0.0867761373519897,1,6,"If passed, this bill would require the Department of Public Health to hire an external research organization to study the presence and effects of PFAS (per- and polyfluoroalkyl substances) in agricultural products sold in Massachusetts. The study would examine PFAS levels in both commercially sold and locally sourced agricultural products, as well as in agricultural inputs like feed, water, fertilizer, and pesticides. The findings would be made publicly available on the department's website, and a progress report would be submitted to legislative committees by August 31, 2025.","[""Environmental Protection"", ""Food, Drugs and Alcohol""]","[""Environmental assessment, monitoring, research"", ""Hazardous wastes and toxic substances"", ""Food supply, safety, and labeling"", ""Pollution control and abatement""]",True,1
61,1045,194,An Act relative to liability for release of hazardous materials,H1045,0.0862189531326294,1,0,"This bill would limit the liability of individuals or entities for the spread of hazardous materials to properties not previously identified as part of a contaminated site. If passed, it would protect eligible persons from further action by the Department of Environmental Protection (DEP) if the DEP has audited their cleanup efforts and found no violations, or if any identified violations were promptly corrected. This would apply even if hazardous materials from their site later migrate to other properties, provided a permanent solution or remedy operations status was achieved and maintained at the original site.","[""Environmental Protection""]","[""Hazardous wastes and toxic substances"", ""Environmental regulatory procedures"", ""Pollution control and abatement"", ""Soil pollution""]",True,1
62,441,190,An Act further regulating siting of solid waste facilities,S441,0.0862085223197937,1,14,"This bill would change the rules for where solid waste facilities can be built. If passed, it would require considering the potential negative effects on environmental justice communities within a one-mile radius of a proposed site. It would also mandate an assessment of how climate change, specifically sea level rise and coastal storm surge, might impact the site. Additionally, the bill would require evaluating the proximity to and potential effects on Areas of Critical Environmental Concern.","[""Environmental Protection""]","[""Solid waste and recycling"", ""Environmental regulatory procedures"", ""Environmental health"", ""Pollution control and abatement""]",True,1
63,1194,194,An Act relative to the cleanup of accidental home heating oil spills,H1194,0.086139976978302,1,1,"If passed, this bill would require insurance companies to offer specific coverage for home heating oil spills as part of homeowners' insurance policies. This coverage would help residential property owners pay for the costs of cleaning up spills on their own property and would also provide liability protection for damage to neighboring properties. Policyholders would have the option to reject this coverage in writing or purchase higher limits if offered by their insurer.","[""Environmental Protection"", ""Healthcare""]","[""Environmental health"", ""Hazardous wastes and toxic substances"", ""Pollution control and abatement"", ""Soil pollution"", ""Water quality""]",True,1
64,4818,192,An Act restricting toxic PFAS chemicals in consumer products to protect our health,H4818,0.0860451459884643,1,7,"This bill would restrict the use of certain perfluoroalkyl and polyfluoroalkyl substances, known as PFAS, in various consumer products sold in Massachusetts. If passed, it would prohibit manufacturers from intentionally adding PFAS to products such as children's products, cookware, fabric treatments, and personal care products. The goal is to protect public health by reducing exposure to these chemicals, which have been linked to adverse health effects. The bill would allow for exceptions if the Department of Environmental Protection determines a use is essential and no alternatives are available.","[""Environmental Protection"", ""Commerce""]","[""Hazardous wastes and toxic substances"", ""Environmental health"", ""Consumer Protection"", ""Pollution control and abatement""]",True,1
65,906,193,An Act to accelerate and streamline wetlands restoration,H906,0.0858179330825805,1,14,"This bill would establish a Wetlands Restoration Streamlining Initiative within the Executive Office of Energy and Environmental Affairs. If passed, it would create a coordinator position to expedite permitting for nature-based wetlands restoration projects by coordinating state and federal agencies. The initiative would aim to align regulatory processes with climate goals, provide technical assistance, and recommend reforms to streamline permitting, potentially including a unified permitting process for wetlands restoration. The goal is to complete state permitting for these projects within three months of a complete application.","[""Environmental Protection"", ""Government Operations and Politics""]","[""Wetlands"", ""Environmental regulatory procedures"", ""Environmental assessment, monitoring, research"", ""Public-private cooperation"", ""Government studies and investigations""]",True,1
66,588,193,An Act studying the effect of per- and polyfluoroalkyl substances in commercial products,S588,0.0857627391815185,1,3,"This bill would require the Massachusetts Department of Environmental Protection to hire an external research organization to study the presence and effects of PFAS chemicals in agricultural and food products sold in Massachusetts. The study would examine PFAS levels in both locally sourced and commercially sold products, as well as in agricultural inputs like feed, water, and fertilizers. If passed, the department would be required to make the study's findings publicly available on its website in an easy-to-understand format and submit a progress report to legislative committees.","[""Environmental Protection"", ""Food, Drugs and Alcohol""]","[""Environmental assessment, monitoring, research"", ""Hazardous wastes and toxic substances"", ""Food supply, safety, and labeling"", ""Pollution control and abatement""]",True,1
67,2655,192,An Act establishing a moratorium on the procurement of structures or activities generating PFAS emissions,S2655,0.0854890346527099,1,22,"This bill would establish a temporary ban on the state's ability to purchase or approve any new structures or activities that produce PFAS chemicals. If passed, this moratorium would aim to prevent further introduction of these ""forever chemicals"" into the environment and public spaces. The policy intent is to protect public health and the environment from the risks associated with PFAS exposure while potentially allowing time for further research or regulatory development.","[""Environmental Protection""]","[""Hazardous wastes and toxic substances"", ""Pollution control and abatement"", ""Environmental regulatory procedures"", ""Environmental health""]",True,1
68,624,192,An Act studying the effect of per- and polyfluoroalkyl substances in commercial products,S624,0.0852962732315063,1,0,"This bill would require the Massachusetts Department of Environmental Protection to hire an external research organization to study the presence and effects of PFAS chemicals in agricultural and food products sold in Massachusetts. The study would examine PFAS levels in both locally sourced and commercially sold products, as well as in agricultural inputs like feed, water, and fertilizers. If passed, the department would be required to make the study's findings publicly available on its website in an easy-to-understand format, and a progress report would be filed with legislative committees.","[""Environmental Protection"", ""Food, Drugs and Alcohol""]","[""Hazardous wastes and toxic substances"", ""Environmental assessment, monitoring, research"", ""Food supply, safety, and labeling"", ""Pollution control and abatement""]",True,1
69,985,192,An Act studying the effect of per- and polyfluoroalkyl substances in commercial products,H985,0.0852962732315063,1,9,"This bill would require the Massachusetts Department of Environmental Protection to hire an external research organization to study the presence and effects of PFAS chemicals in agricultural and food products sold in Massachusetts. The study would examine PFAS levels in both locally sourced and commercially sold products, as well as in agricultural inputs like feed, water, and fertilizers. If passed, the department would be required to make the study's findings publicly available on its website in an easy-to-understand format, and a progress report would be filed with legislative committees.","[""Environmental Protection"", ""Food, Drugs and Alcohol""]","[""Hazardous wastes and toxic substances"", ""Environmental assessment, monitoring, research"", ""Food supply, safety, and labeling"", ""Pollution control and abatement""]",True,1
70,1046,193,An Act relative to the cleanup of accidental home heating oil spills,H1046,0.0852182507514953,1,9,"This bill would require insurance companies to offer specific coverage for home heating oil spills as part of homeowners' insurance policies. If passed, it would ensure that residential property owners could obtain coverage for cleanup costs on their own property and for damages to neighboring properties caused by a heating oil release. This aims to protect homeowners from significant financial burdens associated with environmental remediation and third-party liability.","[""Environmental Protection"", ""Commerce""]","[""Hazardous wastes and toxic substances"", ""Soil pollution"", ""Water quality"", ""Consumer Protection"", ""Retail and wholesale trades""]",True,1
71,2149,190,An Act relating to the effective and efficient implementation of the Global Warming Solutions Act of 2008,H2149,0.0850127339363098,1,18,"This bill would establish a new chapter in Massachusetts law to implement the Global Warming Solutions Act of 2008. If passed, it would require the Secretary to adopt interim greenhouse gas emissions limits for 2030 and 2040, ranging from 35-45% and 55-65% below 1990 levels, respectively. The bill would also mandate detailed modeling and analysis of the state's energy economy to identify feasible pathways for emissions reduction and require state agencies to develop regulations to achieve an 80% reduction by 2050. Additionally, it would authorize the state to participate in market-based compliance mechanisms and impose fees on regulated sources to cover implementation costs.","[""Environmental Protection"", ""Energy""]","[""Air quality"", ""Pollution control and abatement"", ""Energy efficiency and conservation"", ""Renewable energy sources"", ""Environmental regulatory procedures""]",True,1
72,457,193,An Act to accelerate and streamline wetlands restoration,S457,0.0845230817794799,1,3,"This bill would establish a Wetlands Restoration Streamlining Initiative within the Executive Office of Energy and Environmental Affairs. If passed, the initiative would coordinate state and federal agencies to expedite permitting for nature-based wetlands restoration projects, aligning them with climate goals. It would also provide technical assistance to project proponents and recommend regulatory reforms and funding opportunities to accelerate these restoration efforts. The goal is to complete state permitting for certain wetlands restoration projects within three months of a complete application.","[""Environmental Protection"", ""Government Operations and Politics""]","[""Wetlands"", ""Environmental regulatory procedures"", ""Environmental assessment, monitoring, research"", ""Public-private cooperation"", ""Government studies and investigations""]",True,1
73,39,193,An Act protecting our soil and farms from PFAS contamination,H39,0.0840250849723815,0,14,"This bill would amend the Massachusetts Constitution to establish a right for all legal residents to receive up to two years of employable skills training. If passed, the Commonwealth would be responsible for fully or partially covering the tuition costs for accredited technical skills programs at various educational institutions. The aim is to enhance individual self-sufficiency, bolster the state's economic health, and strengthen communities by connecting individuals to employment opportunities after training.","[""Education"", ""Labor and Employment""]","[""Vocational and technical education"", ""Adult education and literacy"", ""Employment and training programs"", ""Employee benefits""]",False,1
74,1431,193,An Act relative to chemicals in food packaging,S1431,0.083951711654663,1,2,"This bill would prohibit the manufacture, sale, or distribution of food packaging in Massachusetts that contains intentionally added perfluoroalkyl and polyfluoroalkyl substances (PFAS). If passed, manufacturers and suppliers would be required to provide certificates of compliance to purchasers, affirming that their packaging meets these new standards. This measure aims to reduce public exposure to these chemicals through food packaging, with the ban taking effect in January 2025.","[""Environmental Protection"", ""Food, Drugs and Alcohol""]","[""Hazardous wastes and toxic substances"", ""Pollution control and abatement"", ""Food supply, safety, and labeling"", ""Environmental health""]",True,1
75,1052,194,An Act accelerating wetlands restoration,H1052,0.0838565230369567,1,22,"This bill would streamline the permitting process for wetlands restoration projects, including those involving dredging or filling of tidelands and the removal of invasive plants. If passed, it would create a Wetlands Restoration Streamlining Initiative to review existing laws and regulations and recommend changes to reduce the time and cost of permitting. Additionally, it would establish a five-year pilot program for nature-based solutions to advance scientific knowledge and conservation benefits while minimizing environmental impacts.","[""Environmental Protection"", ""Government Operations and Politics""]","[""Wetlands"", ""Environmental regulatory procedures"", ""Marine and coastal resources, fisheries"", ""Government studies and investigations"", ""Public-private cooperation""]",True,1
76,2500,191,An Act setting next-generation climate policy,S2500,0.0838358998298645,1,8,"This bill would establish a series of statewide greenhouse gas emissions limits every five years, culminating in a net-zero emissions goal by 2050. If passed, it would require the Secretary to develop comprehensive plans to achieve these limits and also set specific emissions sublimits for various sectors like electric power, transportation, and commercial and industrial sources. The bill defines ""market-based compliance mechanisms"" and ""natural and working lands"" to support these climate goals, aiming to reduce overall greenhouse gas emissions across the Commonwealth.","[""Environmental Protection"", ""Energy""]","[""Air quality"", ""Pollution control and abatement"", ""Energy efficiency and conservation"", ""Renewable energy sources"", ""Environmental assessment, monitoring, research""]",True,1
77,456,189,An Act establishing tracking and reporting requirements for Massachusetts transportation fuels and associated greenhouse gas emissions,S456,0.0836590528488159,1,14,"This bill, if passed, would require the Department of Environmental Protection to create regulations for tracking and reporting transportation fuel sales in Massachusetts. Fuel producers, importers, and wholesale distributors would need to report their sales and the fuel's origin. The department would then calculate and track the greenhouse gas emissions and carbon intensity of these fuels, publishing this data in an annual public report. This initiative aims to increase transparency regarding the environmental impact of transportation fuels in the state.","[""Environmental Protection"", ""Energy""]","[""Environmental assessment, monitoring, research"", ""Pollution control and abatement"", ""Air quality"", ""Energy efficiency and conservation"", ""Renewable energy sources""]",True,1
78,2604,185,Chemical Legislation,S2604,0.0836135149002075,1,19,"This bill would establish a new regulatory framework for chemicals in the state. If passed, it would likely create a process for identifying and restricting the use of certain substances deemed harmful to public health or the environment. The real-world impact would be enhanced protection against chemical exposure and a potential shift in manufacturing practices for products sold in Massachusetts.","[""Environmental Protection""]","[""Hazardous wastes and toxic substances"", ""Environmental regulatory procedures"", ""Pollution control and abatement""]",True,1
79,3219,190,An Act further regulating siting of solid waste facilities,H3219,0.0835810303688049,1,1,"This bill would change the rules for where solid waste facilities can be built. If passed, it would require considering the potential negative effects on communities with environmental justice populations within a one-mile radius of a proposed site. It would also mandate evaluating the site's vulnerability to sea level rise and coastal storm surge due to climate change, and its proximity to and impact on Areas of Critical Environmental Concern.","[""Environmental Protection""]","[""Solid waste and recycling"", ""Environmental regulatory procedures"", ""Environmental health"", ""Pollution control and abatement""]",True,1
80,1832,191,An Act further regulating siting of solid waste facilities,H1832,0.0835810303688049,1,16,"This bill would change the rules for where solid waste facilities can be built. If passed, it would require considering the potential negative effects on communities with environmental justice populations within a one-mile radius of a proposed site. It would also mandate evaluating the site's vulnerability to sea level rise and coastal storm surge due to climate change, and its proximity to and impact on Areas of Critical Environmental Concern.","[""Environmental Protection""]","[""Solid waste and recycling"", ""Environmental regulatory procedures"", ""Environmental health"", ""Pollution control and abatement""]",True,1
81,2161,192,An Act further regulating siting of solid waste facilities,H2161,0.0835810303688049,1,14,"This bill would change the rules for where solid waste facilities can be built. If passed, it would require considering the potential negative effects on communities with environmental justice populations within a one-mile radius of a proposed site. It would also mandate evaluating the site's vulnerability to sea level rise and coastal storm surge due to climate change, and its proximity to and impact on Areas of Critical Environmental Concern.","[""Environmental Protection""]","[""Solid waste and recycling"", ""Environmental regulatory procedures"", ""Environmental health"", ""Pollution control and abatement""]",True,1
82,2056,193,An Act further regulating siting of solid waste facilities,H2056,0.0835810303688049,1,14,"This bill would add new requirements for approving the location of solid waste facilities. If passed, it would require evaluating potential negative effects on environmental justice communities within a one-mile radius of a proposed site. It would also mandate considering the site's vulnerability to sea level rise and coastal storm surge due to climate change, as well as its proximity to and impact on Areas of Critical Environmental Concern.","[""Environmental Protection""]","[""Solid waste and recycling"", ""Environmental regulatory procedures"", ""Environmental health"", ""Pollution control and abatement""]",True,1
83,1929,191,An Act requiring the timely adoption of greenhouse gas emission limits for the year 2030,S1929,0.0833443999290466,1,14,"This bill would require the state to adopt specific greenhouse gas emission limits for the years 2020 and 2030, aiming for significant reductions below 1990 levels. If passed, it would mandate the Secretary to develop plans to achieve these reductions, consulting with various state agencies to ensure efficient and cost-effective implementation. The bill would also set deadlines for the Department of Environmental Protection to promulgate regulations and for the adoption of the 2030 statewide greenhouse gas initiative.","[""Environmental Protection"", ""Energy""]","[""Air quality"", ""Pollution control and abatement"", ""Renewable energy sources"", ""Energy efficiency and conservation"", ""Environmental regulatory procedures""]",True,1
84,1828,190,An Act to explore alternative funding sources to ensure safe and reliable transportation,S1828,0.0832949876785278,1,6,"This bill would update Massachusetts' greenhouse gas emissions reduction targets for 2020 and 2030, aiming for significant reductions below 1990 levels. It would require the Secretary to develop plans to achieve these reductions, consulting with various state agencies to ensure a coordinated and cost-effective approach. Additionally, the Department of Environmental Protection would be mandated to promulgate new regulations to support these updated emissions limits.","[""Environmental Protection"", ""Energy""]","[""Air quality"", ""Pollution control and abatement"", ""Renewable energy sources"", ""Energy efficiency and conservation""]",True,1
85,479,190,An Act relative to 2030 and 2040 emissions benchmarks,S479,0.0831530094146728,1,14,"This bill would establish interim statewide greenhouse gas emissions limits for 2030 and 2040, requiring reductions of 35-45% and 55-65% respectively, compared to 1990 levels. If passed, it would mandate detailed modeling of the state's energy economy to identify feasible pathways for achieving these limits and the existing 2050 emissions goal. The bill would also require state agencies to develop regulations to ensure these declining emissions targets are met, potentially through market-based mechanisms like carbon pricing.","[""Environmental Protection"", ""Energy""]","[""Air quality"", ""Pollution control and abatement"", ""Energy efficiency and conservation"", ""Renewable energy sources"", ""Environmental assessment, monitoring, research""]",True,1
86,607,192,An Act relative to stronger emissions limits,S607,0.082965612411499,1,14,"This bill would strengthen Massachusetts' commitment to reducing greenhouse gas emissions by setting more ambitious interim targets. If passed, the statewide emissions limit for 2030 would be at least 50 percent below 1990 levels, and the 2040 limit would be at least 75 percent below 1990 levels. Ultimately, the bill aims to achieve net-zero statewide greenhouse gas emissions, accelerating the state's efforts to combat climate change.","[""Environmental Protection"", ""Energy""]","[""Air quality"", ""Pollution control and abatement"", ""Renewable energy sources"", ""Energy efficiency and conservation""]",True,1
87,440,190,An Act relative to landfills and Areas of Critical Environmental Concern,H440,0.0828680992126464,1,2,"This bill would establish the Massachusetts Green Banks Fund within the Massachusetts Clean Energy Center. If passed, the fund would provide loans, loan guarantees, and other financing for clean energy and energy efficiency projects. The goal is to address funding gaps for creditworthy projects, promote the growth of clean energy businesses, and help abate climate change. The fund would be supported by various sources, including state appropriations, federal grants, and private investments.","[""Energy"", ""Economics and Public Finance""]","[""Renewable energy sources"", ""Energy efficiency and conservation"", ""Financial services and investments"", ""Public contracts and procurement""]",True,1
88,2224,192,An Act to reduce greenhouse gas emissions,S2224,0.0828340649604797,1,14,"This bill would require the state to create market-based programs to reduce greenhouse gas emissions from vehicles, businesses, and homes. These programs would be designed to help Massachusetts meet its climate goals while minimizing negative impacts on low-income households and vulnerable industries. Additionally, the bill would mandate the publication of a comprehensive energy plan every five years, outlining strategies to meet the state's energy demands through conservation and efficiency.","[""Environmental Protection"", ""Energy""]","[""Air quality"", ""Pollution control and abatement"", ""Energy efficiency and conservation"", ""Renewable energy sources""]",True,1
89,2477,191,An Act setting next-generation climate policy,S2477,0.0824566483497619,1,1,"This bill would establish a series of statewide greenhouse gas emissions limits every five years, culminating in a net-zero emissions goal by 2050. If passed, it would require the Secretary of Energy and Environmental Affairs to develop comprehensive plans to achieve these limits and to set specific emissions sublimits for various sectors like electric power, transportation, and solid waste. The bill also defines ""market-based compliance mechanisms"" that could be used to help reduce emissions, such as emissions trading or charges on greenhouse gas-emitting substances. The overall impact would be a structured, long-term approach to reducing carbon emissions across Massachusetts.","[""Environmental Protection"", ""Energy""]","[""Air quality"", ""Pollution control and abatement"", ""Renewable energy sources"", ""Energy efficiency and conservation""]",True,1
90,394,186,- Hazardous Waste Notification,S394,0.0822879672050476,1,7,"This bill would require individuals and lessors to immediately notify the Department of Environmental Protection if hazardous waste is found on a property. If passed, lessors would also be required to inform all affected residential and commercial tenants, both existing and prospective, about the hazardous waste. Failure to disclose this information would be considered an unfair or deceptive act, potentially leading to legal action. This aims to ensure public safety and transparency regarding environmental hazards in leased properties.","[""Environmental Protection"", ""Housing and Community Development""]","[""Hazardous wastes and toxic substances"", ""Environmental health"", ""Landlord and tenant"", ""Housing industry and standards""]",True,1
91,719,188,Resolve relative to establishing a comprehensive waste managment hierarchy in Massachusetts,H719,0.0822011232376098,1,9,"This bill would urge the Department of Environmental Protection to establish a comprehensive waste management hierarchy for Massachusetts. If passed, it would prioritize waste reduction, reuse, recycling, and energy recovery over landfill disposal. The goal is to reduce greenhouse gas emissions and promote more sustainable waste management practices in the Commonwealth.","[""Environmental Protection""]","[""Solid waste and recycling"", ""Pollution control and abatement"", ""Environmental regulatory procedures""]",True,1
92,2348,192,An Act to ban the use of PFAS in food packaging,H2348,0.0821856260299682,1,1,"This bill, if passed, would prohibit the manufacture, sale, or distribution of food packaging in Massachusetts that contains intentionally added perfluoroalkyl and polyfluoroalkyl substances (PFAS). The goal is to reduce residents' exposure to these persistent chemicals, which are used in packaging to resist grease. Manufacturers would be required to provide certificates of compliance to purchasers, ensuring that food packaging meets these new standards.","[""Environmental Protection"", ""Food, Drugs and Alcohol""]","[""Hazardous wastes and toxic substances"", ""Pollution control and abatement"", ""Food supply, safety, and labeling"", ""Environmental health""]",True,1
93,874,193,An Act regulating the application of fertilizer used in the town of Orleans,H874,0.0821208953857421,1,8,"This bill would prohibit the use of fertilizers containing nitrogen or phosphorus in the town of Orleans, with exceptions for commercial agriculture and residential organic fruit and vegetable gardens. If passed, this measure aims to reduce water pollution caused by excessive nutrients, which contribute to harmful algae growth in local fresh and salt waters. The goal is to improve water quality for drinking, shellfishing, and recreation, and help Orleans meet state-mandated pollution limits.","[""Environmental Protection""]","[""Water quality"", ""Pollution control and abatement"", ""Environmental health""]",True,1
94,994,194,An Act regulating the application of fertilizer used in the town of Orleans,H994,0.0821208953857421,1,14,"This bill would prohibit the use of fertilizers containing nitrogen or phosphorus in the town of Orleans, with exceptions for commercial agriculture and residential organic fruit and vegetable gardens. If passed, this measure aims to reduce water pollution caused by excessive nutrients, which contribute to harmful algae growth in local fresh and salt waters. The goal is to improve water quality for drinking, shellfishing, and recreation, and help Orleans meet state-mandated pollution limits.","[""Environmental Protection""]","[""Water quality"", ""Pollution control and abatement"", ""Environmental health""]",True,1
95,429,190,An Act relative to underground storage tank remediation,H429,0.0820262432098388,1,14,"This bill would allow Massachusetts residents who have experienced damage from petroleum leaks from underground storage tanks to recover funds for personal and legal expenses, as well as loss of property value. If passed, individuals would be able to access these funds from an existing state fund without needing a court judgment, provided they can prove financial damage. This would apply to properties already undergoing remediation through that fund at the time the bill becomes law, aiming to ease the financial burden on affected citizens.","[""Environmental Protection"", ""Law and Judiciary""]","[""Soil pollution"", ""Hazardous wastes and toxic substances"", ""Pollution control and abatement"", ""Civil actions and liability"", ""Administrative remedies""]",True,1
96,9,192,An Act creating a next-generation roadmap for Massachusetts climate policy,S9,0.0820239186286926,1,22,"This bill would update the definitions related to greenhouse gas emissions, including direct, indirect, and market-based compliance mechanisms. If passed, it would also define ""natural and working lands"" to include agricultural operations, forests, grasslands, and wetlands. These changes would help the state more effectively track and reduce greenhouse gas emissions across various sectors, contributing to Massachusetts' climate policy goals.","[""Environmental Protection"", ""Energy""]","[""Air quality"", ""Pollution control and abatement"", ""Renewable energy sources"", ""Energy efficiency and conservation""]",True,1
97,750,186,An Act providing for more efficient wetlands protection by avoiding unnecessary duplication in local wetlands ordinances or bylaws,H750,0.0819628834724426,1,13,"This bill would require the Department of Environmental Protection to review and approve any new local wetlands ordinances or bylaws before they can be adopted by a municipality. Approval would be granted only if the local ordinance or bylaw is more stringent than state law, has a scientific basis, is a recommended best management practice, and is warranted for unique local resources. If passed, existing local wetlands ordinances would also need to be reviewed and approved by the Department of Environmental Protection within one year to remain enforceable.","[""Environmental Protection"", ""Government Operations and Politics""]","[""Wetlands"", ""Environmental regulatory procedures"", ""Municipality Oversight""]",True,1
98,1765,191,An Act to prevent nonprofit institutions from avoiding wetlands or natural resource protections under the so-called Dover Amendment,H1765,0.0819563865661621,1,24,"This bill would prevent nonprofit institutions from using a specific legal exemption, often called the Dover Amendment, to bypass environmental protections for wetlands and other natural resource areas. If passed, it would ensure that nonprofit development projects are subject to the same environmental regulations as other developments, aiming to protect public health and the environment from potential harm caused by unchecked construction in sensitive ecological zones.","[""Environmental Protection"", ""Government Operations and Politics""]","[""Wetlands"", ""Environmental regulatory procedures"", ""Environmental health"", ""Non-Profit Law and Governance""]",True,1
99,2035,193,An Act to prevent nonprofit institutions from avoiding wetlands or natural resource protections under the so-called Dover Amendment,H2035,0.0819563865661621,1,16,"This bill would prevent nonprofit institutions from using a specific legal exemption, often called the Dover Amendment, to bypass environmental protections for wetlands and other natural resource areas. If passed, it would ensure that nonprofit development projects are subject to the same environmental regulations as other developments, aiming to protect public health and the environment from potential harm caused by unchecked construction in sensitive ecological zones.","[""Environmental Protection"", ""Government Operations and Politics""]","[""Wetlands"", ""Environmental regulatory procedures"", ""Environmental health"", ""Non-Profit Law and Governance""]",True,1
