,cso_id,latitude,longitude,DischargeVolume,Year,permiteeClass,permiteeName,permiteeId,municipality,location,waterBody,waterBodyDescription,DischargeCount,GEOID
143,SPR035,42.161132,-72.502142,1.85,2022,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,FRONT & OAK ST.,CHICOPEE R.,,9,250138001022
144,SPR036A,42.160924,-72.501326,1.966,2023,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,PINEVALE & WATER ST,CHICOPEE R.,,11,250138001022
145,SPR037,42.160539,-72.498451,0.641,2022,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,CEDAR ST.,CHICOPEE R.,,6,250138001022
146,SPR042,42.088092,-72.58656,13.43667,2022,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,SPRINGFIELD WWTP BYPASS AT BONDI'S ISLAND,CONNECTICUT RIVER,,13,250138132091
147,SPR045,42.090257,-72.576907,2.538,2023,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,FORT PLEASANT AVE.,MILL R.,,15,250138019011
148,SPR046,42.090257,-72.576907,1.606,2023,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,BELMONT ST.,MILL R.,,22,250138019011
149,SPR048,42.097029,-72.563933,2.594,2023,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,ALLEN & RIFLE STS.,MILL R.,,10,250138019012
150,SPR049,42.118844,-72.619764,4.623,2023,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,SPRINGFIELD ST.,CONNECTICUT R.,,41,250138007002
151,T01,42.38422222,-70.80375,717.88,2023,CSO,MASSACHUSETTS WATER RESOURCES AUTHORITY,MA0103284,WINTHROP,Other,,,13,250235001011
152,WOR001,42.246637,-71.801997,61.190915,2022,CSO,CITY OF WORCESTER,MA0102997,WORCESTER,QUINSIGAMOND AVENUE,MILL BROOK TO BLACKSTONE RIVER,,16,250277325001
