,entity_name,client_name,year,reg_type,compensation
0,"21c, LLC","EDUCATION TRUST, INC. (THE)",2024,Lobbyist Entity,7500.0
1,"21c, LLC","Amplify Education, Inc.",2024,Lobbyist Entity,22500.0
2,"21c, LLC","The Massachusetts Alliance for Early College, Inc.",2024,Lobbyist Entity,15000.0
3,"21c, LLC",Benjamin Franklin Cummings Institute of Technology,2024,Lobbyist Entity,12500.0
4,"21c, LLC",Total salaries received,2024,Lobbyist Entity,57500.0
5,"21c, LLC","Artists For Humanity, Inc.",2024,Lobbyist Entity,12500.0
6,"27 South Strategies, LLC","The Massachusetts International Festival of the Arts, Inc.",2024,Lobbyist Entity,24000.0
7,"27 South Strategies, LLC","Veterinary Emergency Group, LLC",2024,Lobbyist Entity,27000.0
8,"27 South Strategies, LLC",Thrive Scholars,2024,Lobbyist Entity,21600.0
9,"27 South Strategies, LLC",Boston Center for Independent Living INC,2024,Lobbyist Entity,2500.0
10,"27 South Strategies, LLC","Guardian Community Trust, Inc.",2024,Lobbyist Entity,36000.0
11,"27 South Strategies, LLC","Gobrands, Inc",2024,Lobbyist Entity,30000.0
12,"27 South Strategies, LLC",Total salaries received,2024,Lobbyist Entity,141100.0
13,Anthony Arthur Abdelahad,"Massachusetts Association of Vocational Administrators, Inc.",2024,Lobbyist,34999.98
14,Anthony Arthur Abdelahad,"Massachusetts Association of Insurance Agents, Inc.",2024,Lobbyist,67500.0
15,Anthony Arthur Abdelahad,"USA Hauling & Recycling, Inc.",2024,Lobbyist,0.0
16,Anthony Arthur Abdelahad,"Lindy Farms of Connecticut, LLC",2024,Lobbyist,0.0
17,Anthony Arthur Abdelahad,"Greathorse, LLC",2024,Lobbyist,0.0
18,Anthony Arthur Abdelahad,Massachusetts Municipal Wholesale Electric Company,2024,Lobbyist,70000.0
19,Anthony Arthur Abdelahad,Construction Industries of Massachusetts Massachusetts Aggregate and Asphalt Pavement Division,2024,Lobbyist,24000.0
20,Anthony Arthur Abdelahad,"AMERICAN MEDICAL RESPONSE OF MASSACHUSETTS, INC.",2024,Lobbyist,59641.86
21,Anthony Arthur Abdelahad,"MANAFORT BROTHERS, INCORPORATED",2024,Lobbyist,14000.0
22,Anthony Arthur Abdelahad,"Peckham Industries, Inc.",2024,Lobbyist,51000.0
23,Anthony Arthur Abdelahad,"MGM Resorts International Operations, Inc.",2024,Lobbyist,13125.0
24,Anthony Arthur Abdelahad,Massachusetts Alliance of Boys & Girls Clubs,2024,Lobbyist,60000.0
25,Anthony Arthur Abdelahad,"Massachusetts Urgent Care Association, Inc",2024,Lobbyist,45833.35
26,Anthony Arthur Abdelahad,Western New England University,2024,Lobbyist,22500.0
27,Anthony Arthur Abdelahad,"The Massachusetts Propane Association,Inc",2024,Lobbyist,60000.0
28,Anthony Arthur Abdelahad,"Community Music School of Springfield, Inc.",2024,Lobbyist,24999.96
29,Anthony Arthur Abdelahad,Total salaries received,2024,Lobbyist,547600.15
30,Paul G. Afonso,"Eastern Salt Company, Inc.",2024,Lobbyist,35000.0
31,Paul G. Afonso,"The Next Street MA, LLC",2024,Lobbyist,15000.0
32,Paul G. Afonso,GardaWorld Federal Services LLC,2024,Lobbyist,30000.0
33,Paul G. Afonso,PPL Services Corporation,2024,Lobbyist,30000.0
34,Paul G. Afonso,"American Physical Therapy Association of Massachusetts, Inc.",2024,Lobbyist,20000.0
35,Paul G. Afonso,Massachusetts Association of Nurse Anesthesiology,2024,Lobbyist,39000.0
36,Paul G. Afonso,"Massachusetts Association of Health Plans, Inc",2024,Lobbyist,57000.0
37,Paul G. Afonso,Arbella Mutual Insurance Company,2024,Lobbyist,36000.0
38,Paul G. Afonso,"ChargePoint, Inc.",2024,Lobbyist,21000.0
39,Paul G. Afonso,"Form Energy, Inc.",2024,Lobbyist,39000.0
40,Paul G. Afonso,Applied Materials Inc.,2024,Lobbyist,45000.0
41,Paul G. Afonso,Massachusetts Coalition for Suicide Prevention,2024,Lobbyist,7500.0
42,Paul G. Afonso,Hazel Health Inc.,2024,Lobbyist,21000.0
43,Paul G. Afonso,"MGM Resorts International Operations, Inc.",2024,Lobbyist,30000.0
44,Paul G. Afonso,Tripadvisor Inc.,2024,Lobbyist,45000.0
45,Paul G. Afonso,"Uber Technologies, Inc.",2024,Lobbyist,45000.0
46,Paul G. Afonso,"Boehringer Ingelheim Pharmaceuticals, Inc.",2024,Lobbyist,27000.0
47,Paul G. Afonso,AbbVie Inc.,2024,Lobbyist,35000.0
48,Paul G. Afonso,Moderna Inc.,2024,Lobbyist,33000.0
49,Paul G. Afonso,Vivid Seats,2024,Lobbyist,30000.0
50,Paul G. Afonso,The Hertz Corporation,2024,Lobbyist,3250.0
51,Paul G. Afonso,JetBlue Airways Corporation,2024,Lobbyist,24000.0
52,Paul G. Afonso,"GPR Product Development, LLC",2024,Lobbyist,24000.0
53,Paul G. Afonso,"Massachusetts Association of Public Insurance Adjusters, Inc.",2024,Lobbyist,20000.0
54,Paul G. Afonso,"Onyx Springfield Crossing, LLC",2024,Lobbyist,26225.0
55,Paul G. Afonso,Total salaries received,2024,Lobbyist,737975.0
56,Aaron Agulnek,"Massachusetts Affiliate of ACNM, Inc",2024,Lobbyist,0.0
57,Aaron Agulnek,"Adoptions With Love, Inc.",2024,Lobbyist,18725.0
58,Aaron Agulnek,Roman Catholic Archbishop of Boston,2024,Lobbyist,14000.0
59,Aaron Agulnek,"Ascentria Care Alliance, Inc.",2024,Lobbyist,16321.5
60,Aaron Agulnek,"BAY STATE BIRTH COALITION, INC.",2024,Lobbyist,0.0
61,Aaron Agulnek,"Beacon ABA Services, Inc.",2024,Lobbyist,3300.0
62,Aaron Agulnek,The Boston Debate League Incorporated,2024,Lobbyist,9000.0
63,Aaron Agulnek,"Bottom Line, Inc.",2024,Lobbyist,12600.0
64,Aaron Agulnek,Bryn Austin,2024,Lobbyist,8000.0
65,Aaron Agulnek,"Criterion Child Enrichment, Inc.",2024,Lobbyist,7620.0
66,Aaron Agulnek,Southwest Boston Senior Services,2024,Lobbyist,13200.0
67,Aaron Agulnek,"Evergreen Center, Inc.",2024,Lobbyist,7400.0
68,Aaron Agulnek,GPS Group Peer Support LLC,2024,Lobbyist,0.0
69,Aaron Agulnek,"Guardian Community Trust, Inc.",2024,Lobbyist,37800.0
70,Aaron Agulnek,Healthy Children Project Inc DBA ALPP,2024,Lobbyist,12250.0
71,Aaron Agulnek,"International Institute of New England, Inc",2024,Lobbyist,16387.5
72,Aaron Agulnek,Jewish Community Relations Council of Boston,2024,Lobbyist,30000.0
73,Aaron Agulnek,"MASSACHUSETTS ASSOCIATION OF PHYSICIAN ASSOCIATES, INC.",2024,Lobbyist,16200.0
74,Aaron Agulnek,MA Coalition to Prevent Gun Violence,2024,Lobbyist,5818.75
75,Aaron Agulnek,"Massachusetts Fair Housing Center, Inc.",2024,Lobbyist,12300.0
76,Aaron Agulnek,Mass Home Care Association,2024,Lobbyist,25376.43
77,Aaron Agulnek,"The Mass Mentoring Partnership, Inc.",2024,Lobbyist,13300.0
78,Aaron Agulnek,"Massachusetts Service Alliance, Inc.",2024,Lobbyist,19128.0
79,Aaron Agulnek,"MASSACHUSETTS DENTAL HYGIENISTS' ASSOCIATION , INC.",2024,Lobbyist,15600.0
80,Aaron Agulnek,"MASSACHUSETTS EMPLOYMENT LAWYERS ASSOCIATION, INC.",2024,Lobbyist,14276.1
81,Aaron Agulnek,"Metropolitan Council for Educational Opportunity (METCO), Inc.",2024,Lobbyist,16800.0
82,Aaron Agulnek,"Massachusetts Immigrant and Refugee Advocacy Coalition, Inc.",2024,Lobbyist,17500.0
83,Aaron Agulnek,"National Association of Social Workers, Inc.",2024,Lobbyist,6000.0
84,Aaron Agulnek,National Consumer Law Center Inc.,2024,Lobbyist,8000.0
85,Aaron Agulnek,"Boston Women's Health Book Collective, Inc",2024,Lobbyist,9106.24
86,Aaron Agulnek,OutstandingLife,2024,Lobbyist,10000.0
87,Aaron Agulnek,ParentChild+ Inc.,2024,Lobbyist,15900.0
88,Aaron Agulnek,American Red Cross,2024,Lobbyist,12000.0
89,Aaron Agulnek,Veterans Inc.,2024,Lobbyist,21000.0
90,Aaron Agulnek,Vanessa Colleran,2024,Lobbyist,0.0
91,Aaron Agulnek,"Greater Boston Legal Services, Inc.",2024,Lobbyist,4800.0
92,Aaron Agulnek,Samaritans Inc.,2024,Lobbyist,15000.0
93,Aaron Agulnek,"Massachusetts Association for Community Action, Inc.",2024,Lobbyist,28605.0
94,Aaron Agulnek,"MA CAPE, Inc",2024,Lobbyist,12000.0
95,Aaron Agulnek,Massachusetts Association of Criminal Defense Attorneys,2024,Lobbyist,5000.0
96,Aaron Agulnek,"Boston Arts Summer Institute, Inc",2024,Lobbyist,30000.0
97,Aaron Agulnek,"Massachusetts Law Reform Institute, Inc.",2024,Lobbyist,35000.0
98,Aaron Agulnek,Person_not_a_Company,2024,Lobbyist,0.0
99,Aaron Agulnek,"The Massachusetts International Festival of the Arts, Inc.",2024,Lobbyist,24000.0
100,Aaron Agulnek,"OPERATION ABLE OF GREATER BOSTON, INC.",2024,Lobbyist,6400.0
101,Aaron Agulnek,Total salaries received,2024,Lobbyist,605714.52
102,Aaron Agulnek,"OutstandingLife, Inc.",2024,Lobbyist,15000.0
103,Jason Aluia,"90 West, LLC",2024,Lobbyist,5000.0
104,Jason Aluia,"Activehours, Inc.",2024,Lobbyist,39000.0
105,Jason Aluia,"Alliance of Massachusetts YMCAs, Inc.",2024,Lobbyist,39000.0
106,Jason Aluia,American Herbal Products Association,2024,Lobbyist,7000.0
107,Jason Aluia,"Arcadia Power, Inc.",2024,Lobbyist,45000.0
108,Jason Aluia,"The Association of Dental Support Organizations, Inc.",2024,Lobbyist,15000.0
109,Jason Aluia,Bane Care Management LLC,2024,Lobbyist,4000.0
110,Jason Aluia,Black Economic Council of Massachusetts,2024,Lobbyist,30000.0
111,Jason Aluia,Boston Carmen’s Union ATU Local 589,2024,Lobbyist,33000.0
112,Jason Aluia,The Children’s Museum,2024,Lobbyist,30000.0
113,Jason Aluia,"Brewster Ambulance Service, Inc.",2024,Lobbyist,36000.0
114,Jason Aluia,"Building Trades Employers' Association of Boston and Eastern Massachusetts, Inc.",2024,Lobbyist,18000.0
115,Jason Aluia,Kleo Inc.,2024,Lobbyist,27000.0
116,Jason Aluia,"Clivus Multrum, Inc.",2024,Lobbyist,30000.0
117,Jason Aluia,"Color Health, Inc.",2024,Lobbyist,36000.0
118,Jason Aluia,"Community Servings, Inc.",2024,Lobbyist,30000.0
119,Jason Aluia,"Dimock Community Foundation , Inc.",2024,Lobbyist,72000.0
120,Jason Aluia,"Electrical Contractors Association of Greater Boston, Inc.",2024,Lobbyist,24000.0
121,Jason Aluia,FGS Global (US) LLC,2024,Lobbyist,24161.29
122,Jason Aluia,Forward Financing LLC,2024,Lobbyist,30000.0
123,Jason Aluia,Fusion for America,2024,Lobbyist,0.0
124,Jason Aluia,Genting Management Services LLC,2024,Lobbyist,48000.0
125,Jason Aluia,"Girl Scouts of Eastern Massachusetts, Inc.",2024,Lobbyist,22200.0
126,Jason Aluia,"Greater Boston Plumbing Contractors Association, Inc.",2024,Lobbyist,30000.0
127,Jason Aluia,Harvard Street Neighborhood Health Center Inc.,2024,Lobbyist,30000.0
128,Jason Aluia,"Holyoke Health Center, Inc.",2024,Lobbyist,51000.0
129,Jason Aluia,H.Q. Energy Services U.S. Inc.,2024,Lobbyist,45000.0
130,Jason Aluia,"International Association of Plumbing and Mechanical Officials, A Non-Profit Corporation",2024,Lobbyist,15000.0
131,Jason Aluia,"Italian Home for Children, Inc.",2024,Lobbyist,24000.0
132,Jason Aluia,"JCDecaux North America, Inc.",2024,Lobbyist,15000.0
133,Jason Aluia,"Jewish Vocational Service, Inc.",2024,Lobbyist,30000.0
134,Jason Aluia,Marine Biological Laboratory,2024,Lobbyist,60000.0
135,Jason Aluia,Massachusetts Association of Regional Planning Agencies,2024,Lobbyist,18000.0
136,Jason Aluia,Massachusetts Camping Association Inc.,2024,Lobbyist,30000.0
137,Jason Aluia,"Massachusetts School Nurse Organization, Inc.",2024,Lobbyist,12000.0
138,Jason Aluia,"The Massachusetts School Psychologists' Association, Inc.",2024,Lobbyist,2500.0
139,Jason Aluia,"Massachusetts YouthBuild Coalition, Inc.",2024,Lobbyist,41500.0
140,Jason Aluia,National Correctional Employees Union Inc.,2024,Lobbyist,5000.0
141,Jason Aluia,"New England Mechanical Contractors Association, Inc.",2024,Lobbyist,18000.0
142,Jason Aluia,NGPF Mission 2030 Fund,2024,Lobbyist,0.0
143,Jason Aluia,"Plumbing-Heating-Cooling Contractors of Massachusetts, Inc.",2024,Lobbyist,18000.0
144,Jason Aluia,"Project Wayfinder, Inc.",2024,Lobbyist,17500.0
145,Jason Aluia,"Prolacta Bioscience, Inc.",2024,Lobbyist,24000.0
146,Jason Aluia,Proprietors of the Cemetery of Mount Auburn,2024,Lobbyist,30000.0
147,Jason Aluia,"Sturdy Memorial Hospital, Inc.",2024,Lobbyist,45000.0
148,Jason Aluia,"Tesla, Inc.",2024,Lobbyist,45000.0
149,Jason Aluia,"Unitil Resources, Inc.",2024,Lobbyist,60000.0
150,Jason Aluia,"Year Up, Inc.",2024,Lobbyist,36000.0
151,Jason Aluia,"Alkermes, Inc.",2024,Lobbyist,39000.0
152,Jason Aluia,American Society of Pension Professionals and Actuaries,2024,Lobbyist,33000.0
153,Jason Aluia,Association for Accessible Medicines,2024,Lobbyist,42000.0
154,Jason Aluia,Athletic Trainers of Massachusetts,2024,Lobbyist,12000.0
155,Jason Aluia,"Beth Israel Lahey Health, Inc.",2024,Lobbyist,90000.0
156,Jason Aluia,"Cityblock Health, Inc.",2024,Lobbyist,30000.0
157,Jason Aluia,Early Care and Education Consortium,2024,Lobbyist,56500.0
158,Jason Aluia,FanDuel Inc.,2024,Lobbyist,51000.0
159,Jason Aluia,"Health Care For All, Inc.",2024,Lobbyist,37500.0
160,Jason Aluia,Holcim Participations (US) Inc.,2024,Lobbyist,18000.0
161,Jason Aluia,Jackpocket Inc.,2024,Lobbyist,30000.0
162,Jason Aluia,Jewish Family & Children's Service Inc.,2024,Lobbyist,27000.0
163,Jason Aluia,KPMG LLP,2024,Lobbyist,46600.0
164,Jason Aluia,Massachusetts  Council for Adult Foster Care,2024,Lobbyist,24000.0
165,Jason Aluia,Massachusetts Association of Community Development Corporations,2024,Lobbyist,27000.0
166,Jason Aluia,"Massachusetts Audubon Society, Inc.",2024,Lobbyist,60000.0
167,Jason Aluia,"Oracle America, Inc.",2024,Lobbyist,36000.0
168,Jason Aluia,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,2024,Lobbyist,36000.0
169,Jason Aluia,The Amyotrophic Lateral Sclerosis Association,2024,Lobbyist,24000.0
170,Jason Aluia,"Tyler Technologies, Inc.",2024,Lobbyist,42000.0
171,Jason Aluia,"Uber Technologies, Inc.",2024,Lobbyist,60000.0
172,Jason Aluia,Vermont Energy Investment Corporation,2024,Lobbyist,30666.67
173,Jason Aluia,"Woodard & Curran, Inc.",2024,Lobbyist,18000.0
174,Jason Aluia,Total salaries received,2024,Lobbyist,2217127.96
175,Jason Aluia,Coinbase Inc.,2024,Lobbyist,24000.0
176,Jason Aluia,"One Fair Wage, Inc",2024,Lobbyist,20000.0
177,Jason Aluia,"Securus Technologies, LLC",2024,Lobbyist,15000.0
178,Jason Aluia,No client,2024,Lobbyist,0.0
179,Robert J Ambrogi,Massachusetts Newspaper Publishers Association,2024,Lobbyist,10000.0
180,Robert J Ambrogi,Total salaries received,2024,Lobbyist,10000.0
181,Lisa Marie Andoscia,Naismith Memorial Basketball Hall of Fame Inc.,2024,Lobbyist,37500.0
182,Lisa Marie Andoscia,"New England Public Media, Inc.",2024,Lobbyist,12500.0
183,Lisa Marie Andoscia,Springfield Symphony Orchestra INC,2024,Lobbyist,12500.0
184,Lisa Marie Andoscia,Allied Waste Services,2024,Lobbyist,0.0
185,Lisa Marie Andoscia,Total salaries received,2024,Lobbyist,62500.0
186,Christina Ascolillo,American Council of Engineering Companies of Massachusetts,2024,Lobbyist,25750.0
187,Christina Ascolillo,"Apartment Income REIT, L.P.",2024,Lobbyist,0.0
188,Christina Ascolillo,"The Wang Center for the Performing Arts, Inc.",2024,Lobbyist,15000.0
189,Christina Ascolillo,"Boys and Girls Clubs of Dorchester, Inc.",2024,Lobbyist,36000.0
190,Christina Ascolillo,"Catholic Charitable Bureau of the Archdiocese of Boston, Inc.",2024,Lobbyist,30000.0
191,Christina Ascolillo,Exact Sciences Corporation,2024,Lobbyist,30000.0
192,Christina Ascolillo,"Greentown.org, Inc.",2024,Lobbyist,4000.0
193,Christina Ascolillo,Honeywell International Inc.,2024,Lobbyist,5000.0
194,Christina Ascolillo,JOLO CAN LLC,2024,Lobbyist,0.0
195,Christina Ascolillo,"Laboure College of Healthcare, Inc.",2024,Lobbyist,30000.0
196,Christina Ascolillo,"LHS Associates, Inc.",2024,Lobbyist,0.0
197,Christina Ascolillo,"MA CAPE, Inc",2024,Lobbyist,2500.0
198,Christina Ascolillo,"Mass Insight Education and Research Institute, Inc.",2024,Lobbyist,10000.0
199,Christina Ascolillo,"Massachusetts Academy of Family Physicians, Inc.",2024,Lobbyist,39750.0
200,Christina Ascolillo,"Massachusetts Biotechnology Education Foundation, Inc.",2024,Lobbyist,21000.0
201,Christina Ascolillo,"Massachusetts Catholic Conference, Inc.",2024,Lobbyist,24000.0
202,Christina Ascolillo,"Massachusetts Council on Gaming and Health, Inc.",2024,Lobbyist,31500.0
203,Christina Ascolillo,"Massachusetts Package Stores Association, Inc.",2024,Lobbyist,36000.0
204,Christina Ascolillo,"Massachusetts Society of Anesthesiologists, Inc, The",2024,Lobbyist,50400.0
205,Christina Ascolillo,Mastercard Transaction Services (US) LLC,2024,Lobbyist,35000.0
206,Christina Ascolillo,Museum of Science,2024,Lobbyist,46125.0
207,Christina Ascolillo,"Orijin, PBC",2024,Lobbyist,30000.0
208,Christina Ascolillo,Polaris Sales Inc.,2024,Lobbyist,15000.0
209,Christina Ascolillo,"Red Hat, Inc.",2024,Lobbyist,30000.0
210,Christina Ascolillo,"ReWild Renewables, LLC",2024,Lobbyist,8500.0
211,Christina Ascolillo,"St. Mary's Center for Women and Children, Inc.",2024,Lobbyist,24000.0
212,Christina Ascolillo,The Humane Society of the United States,2024,Lobbyist,30000.0
213,Christina Ascolillo,"William James College, Inc.",2024,Lobbyist,31500.0
214,Christina Ascolillo,CTIA - The Wireless Association Inc.,2024,Lobbyist,30000.0
215,Christina Ascolillo,Dell Marketing Limited Partnership,2024,Lobbyist,90000.0
216,Christina Ascolillo,Jupiter Power MA Management LLC,2024,Lobbyist,45000.0
217,Christina Ascolillo,"Massachusetts Housing and Shelter Alliance, Inc.",2024,Lobbyist,15000.0
218,Christina Ascolillo,The College Entrance Examination Board,2024,Lobbyist,30000.0
219,Christina Ascolillo,"Toyota Motor North America, Inc.",2024,Lobbyist,30000.0
220,Christina Ascolillo,"Wonderschool, Inc.",2024,Lobbyist,6000.0
221,Christina Ascolillo,Total salaries received,2024,Lobbyist,887025.0
222,Steven Baddour,"Hancock Street Partners,LLC",2024,Lobbyist,110000.0
223,Steven Baddour,Boston Electrometallurgical Corporation,2024,Lobbyist,150000.0
224,Steven Baddour,"Excel Recycling, LLC",2024,Lobbyist,0.0
225,Steven Baddour,"Massachusetts Food Association, Inc.",2024,Lobbyist,30000.0
226,Steven Baddour,Zocdoc,2024,Lobbyist,0.0
227,Steven Baddour,"New England Central Railroad, Inc.",2024,Lobbyist,35000.0
228,Steven Baddour,"Boston Harbor Cruises, LLC",2024,Lobbyist,45500.0
229,Steven Baddour,AMERICAN COUNCIL FOR INTERNATIONAL STUDIES INC,2024,Lobbyist,42000.0
230,Steven Baddour,Lottomatrix USA Limited Liability Company,2024,Lobbyist,30000.0
231,Steven Baddour,"H & R Block, Inc.",2024,Lobbyist,30000.0
232,Steven Baddour,"DW CXV Property, LLC",2024,Lobbyist,30000.0
233,Steven Baddour,DW NP Properties,2024,Lobbyist,30000.0
234,Steven Baddour,"DW NP Q, R, V Property, LLC",2024,Lobbyist,30000.0
235,Steven Baddour,Clearway Energy Group LLC,2024,Lobbyist,36000.0
236,Steven Baddour,Equifax Inc.,2024,Lobbyist,30000.0
237,Steven Baddour,"American Coatings Association, Inc.",2024,Lobbyist,24250.0
238,Steven Baddour,AECOM Technical Services Inc,2024,Lobbyist,42000.0
239,Steven Baddour,State Street Bank and Trust Company,2024,Lobbyist,35100.0
240,Steven Baddour,Trinity Financial Inc.,2024,Lobbyist,25500.0
241,Steven Baddour,Energy North Incorporated,2024,Lobbyist,41250.0
242,Steven Baddour,"United HealthCare Services, Inc.",2024,Lobbyist,45000.0
243,Steven Baddour,Target Corporation,2024,Lobbyist,0.0
244,Steven Baddour,"Associated General Contractors of Massachusetts, Inc.",2024,Lobbyist,46662.0
245,Steven Baddour,"Wynn MA, LLC",2024,Lobbyist,60000.0
246,Steven Baddour,"TDC Development Group, LLC",2024,Lobbyist,45000.0
247,Steven Baddour,"Massachusetts Medical Device Industry Council, Inc.",2024,Lobbyist,30000.0
248,Steven Baddour,"Charter Communications, Inc.",2024,Lobbyist,30000.0
249,Steven Baddour,"Johnson & Johnson Services, Inc.",2024,Lobbyist,42000.0
250,Steven Baddour,"Massachusetts Health & Hospital Association, Inc.",2024,Lobbyist,39000.0
251,Steven Baddour,"Vicinity Energy, LLC",2024,Lobbyist,60000.0
252,Steven Baddour,WinnDevelopment Company Limited Partnership,2024,Lobbyist,36000.0
253,Steven Baddour,Equinor Wind US LLC,2024,Lobbyist,0.0
254,Steven Baddour,Able Company LLC,2024,Lobbyist,48000.0
255,Steven Baddour,"Atria Management Company, LLC",2024,Lobbyist,13333.0
256,Steven Baddour,Brighton Marine Inc,2024,Lobbyist,120000.0
257,Steven Baddour,ConnectDER,2024,Lobbyist,30000.0
258,Steven Baddour,"Lindsay Transportation Solutions, LLC",2024,Lobbyist,19000.0
259,Steven Baddour,NRG Energy Inc.,2024,Lobbyist,36000.0
260,Steven Baddour,Early Care and Education Consortium,2024,Lobbyist,55000.0
261,Steven Baddour,IQVIA Inc.,2024,Lobbyist,20000.0
262,Steven Baddour,It's Electric Incorporated,2024,Lobbyist,32500.0
263,Steven Baddour,NeoGames US LLP,2024,Lobbyist,15000.0
264,Steven Baddour,KinderCare Learning Centers LLC,2024,Lobbyist,0.0
265,Steven Baddour,Total salaries received,2024,Lobbyist,1619095.0
266,Steven Baddour,Gainwell Technologies LLC,2024,Lobbyist,24000.0
267,Steven Baddour,"Health Management Systems, Inc.",2024,Lobbyist,0.0
268,"BALLARD PARTNERS, INC.",SAS Institute Inc.,2024,Lobbyist Entity,18200.0
269,"BALLARD PARTNERS, INC.","DoorDash, Inc.",2024,Lobbyist Entity,31500.0
270,"BALLARD PARTNERS, INC.",Murphy Pipeline Contractors LLC,2024,Lobbyist Entity,15000.0
271,"BALLARD PARTNERS, INC.",Versaterm Public Safety Inc.,2024,Lobbyist Entity,45264.12
272,"BALLARD PARTNERS, INC.","Democracy Live, Inc.",2024,Lobbyist Entity,30100.0
273,"BALLARD PARTNERS, INC.",Amazon.com Services LLC,2024,Lobbyist Entity,30000.0
274,"BALLARD PARTNERS, INC.","L3Harris Technologies, Inc.",2024,Lobbyist Entity,45000.0
275,"BALLARD PARTNERS, INC.",SePRO Corporation,2024,Lobbyist Entity,32327.59
276,"BALLARD PARTNERS, INC.",Total salaries received,2024,Lobbyist Entity,247391.71
277,"BALLARD PARTNERS, INC.","Simon Wiesenthal Center, Inc.",2024,Lobbyist Entity,30000.0
278,"BALLARD PARTNERS, INC.","Thrive Operations, LLC",2024,Lobbyist Entity,45000.0
279,John C Bartley,"PENN Entertainment, Inc.",2024,Lobbyist,15000.0
280,John C Bartley,The Berkshire Gas Company,2024,Lobbyist,21600.0
281,John C Bartley,"Health Care For All, Inc.",2024,Lobbyist,37500.0
282,John C Bartley,Natural Product Association,2024,Lobbyist,25000.0
283,John C Bartley,New England Trail Rider Association Incorporated,2024,Lobbyist,25000.0
284,John C Bartley,Alliance for Automotive Innovation,2024,Lobbyist,42500.0
285,John C Bartley,"StaffDocs, LLC",2024,Lobbyist,8000.0
286,John C Bartley,Massachusetts Association of Auto Clubs,2024,Lobbyist,1000.0
287,John C Bartley,"Associated Builders and Contractors, MA Chapter",2024,Lobbyist,46254.0
288,John C Bartley,Total salaries received,2024,Lobbyist,221854.0
289,John C Bartley,Kyyba Inc.,2024,Lobbyist,0.0
290,John C Bartley,"National Association of Benefits and Insurance Professionals - Massachusetts Chapter, Inc.",2024,Lobbyist,3000.0
291,Carlo Basile,"Abundant Housing MA, Inc.",2024,Lobbyist,30000.0
292,Carlo Basile,ACE American Insurance Company,2024,Lobbyist,12498.0
293,Carlo Basile,American International College,2024,Lobbyist,21000.0
294,Carlo Basile,"American Physical Therapy Association of Massachusetts, Inc.",2024,Lobbyist,19999.98
295,Carlo Basile,Anna Health Incorporated,2024,Lobbyist,4000.0
296,Carlo Basile,Automated Health Systems,2024,Lobbyist,45000.0
297,Carlo Basile,"Avangrid Management Company, LLC",2024,Lobbyist,60000.0
298,Carlo Basile,"Avangrid Renewables, LLC",2024,Lobbyist,90000.0
299,Carlo Basile,Baystate Racing LLC,2024,Lobbyist,60000.0
300,Carlo Basile,"Behavioral Health Network, Inc.",2024,Lobbyist,12000.0
301,Carlo Basile,"Big Brothers Big Sisters of Eastern Massachusetts, Inc.",2024,Lobbyist,12000.0
302,Carlo Basile,Boston Police Patrolmen Association Incorporated,2024,Lobbyist,36000.0
303,Carlo Basile,Bright Horizons Children's Centers LLC,2024,Lobbyist,48000.0
304,Carlo Basile,"Brown Legal, PLLC",2024,Lobbyist,60000.0
305,Carlo Basile,"Charles River Laboratories International, Inc.",2024,Lobbyist,15000.0
306,Carlo Basile,"CLEAR CHANNEL AIRPORTS, INC.",2024,Lobbyist,16000.0
307,Carlo Basile,"Coalition for Access to Prenatal Screening, Inc.",2024,Lobbyist,30000.0
308,Carlo Basile,"Coastal Medical Transportation Systems, LLC",2024,Lobbyist,45000.0
309,Carlo Basile,"Commonwealth Care Alliance, Inc.",2024,Lobbyist,75000.0
310,Carlo Basile,"Commonwealth Fusion Systems, LLC",2024,Lobbyist,46000.0
311,Carlo Basile,Construction Industries of Massachusetts,2024,Lobbyist,60000.0
312,Carlo Basile,"DailyPay, Inc.",2024,Lobbyist,30000.0
313,Carlo Basile,"Delaware North America, LLC",2024,Lobbyist,40000.0
314,Carlo Basile,"Delta Airlines, Inc.",2024,Lobbyist,39000.0
315,Carlo Basile,Develop Springfield Corporation,2024,Lobbyist,42000.0
316,Carlo Basile,"Dominion Energy Services, Inc.",2024,Lobbyist,45000.0
317,Carlo Basile,East Boston Neighborhood Health Center,2024,Lobbyist,10800.0
318,Carlo Basile,"Fallon Community Health Plan, Inc",2024,Lobbyist,15000.0
319,Carlo Basile,Federal Home Loan Bank of Boston,2024,Lobbyist,45000.0
320,Carlo Basile,FirstLight Power Inc.,2024,Lobbyist,75000.0
321,Carlo Basile,"Franciscan Hospital for Children, Inc.",2024,Lobbyist,12600.0
322,Carlo Basile,"Garden Remedies, Inc.",2024,Lobbyist,4000.0
323,Carlo Basile,"GENENTECH, INC.",2024,Lobbyist,34749.36
324,Carlo Basile,"Good Chemistry of Massachusetts, Inc.",2024,Lobbyist,4000.0
325,Carlo Basile,"Graduation Alliance, Inc.",2024,Lobbyist,45000.0
326,Carlo Basile,"Guaranteed Asset Protection Alliance, Inc.",2024,Lobbyist,36000.0
327,Carlo Basile,"Hearth, Inc.",2024,Lobbyist,30000.0
328,Carlo Basile,"Hebrew SeniorLife, Inc.",2024,Lobbyist,45000.0
