State,BudgetDetail,value,Year
Illinois,Environmental Agency Budget,446840500,2020
Illinois,Environmental Agency Budget,514466800,2021
Illinois,Environmental Agency Budget,575507800,2022
Illinois,Environmental Agency Budget,558411200,2023
Illinois,Percent from Federal Government,20.52,2009
Illinois,Percent from Federal Government,26.26,2010
Illinois,Percent from Federal Government,24.91,2011
Illinois,Percent from Federal Government,24.91,2011_old
Illinois,Percent from Federal Government,24.36,2012
Illinois,Percent from Federal Government,22.75,2013
Illinois,Percent from Federal Government,18.95,2016
Illinois,Percent from Federal Government,18.95,2016_old
Illinois,Percent from Federal Government,18.78,2017
Illinois,Percent from Federal Government,21.65,2018
Illinois,Percent from Federal Government,21.17,2019
Illinois,Percent from Federal Government,31.49,2020
Illinois,Percent from Federal Government,27.6,2021
Illinois,Percent from Federal Government,25.03,2022
Illinois,Percent from Federal Government,29.1,2023
Illinois,Percent from Fees / Other,78.73,2009
Illinois,Percent from Fees / Other,73.69,2010
Illinois,Percent from Fees / Other,75.09,2011
Illinois,Percent from Fees / Other,75.09,2011_old
Illinois,Percent from Fees / Other,75.64,2012
Illinois,Percent from Fees / Other,77.25,2013
Illinois,Percent from Fees / Other,81.05,2016
Illinois,Percent from Fees / Other,81.05,2016_old
Illinois,Percent from Fees / Other,81.22,2017
Illinois,Percent from Fees / Other,78.22,2018
Illinois,Percent from Fees / Other,78.83,2019
Illinois,Percent from Fees / Other,68.51,2020
Illinois,Percent from Fees / Other,72.4,2021
Illinois,Percent from Fees / Other,66.62,2022
Illinois,Percent from Fees / Other,70.9,2023
Illinois,Percent from General Fund,0.75,2009
Illinois,Percent from General Fund,0.05,2010
Illinois,Percent from General Fund,0,2011
Illinois,Percent from General Fund,0,2011_old
Illinois,Percent from General Fund,0,2012
Illinois,Percent from General Fund,0,2013
Illinois,Percent from General Fund,0.0,2016
Illinois,Percent from General Fund,0.0,2016_old
Illinois,Percent from General Fund,0.0,2017
Illinois,Percent from General Fund,0.13,2018
Illinois,Percent from General Fund,0.0,2019
Illinois,Percent from General Fund,0.0,2020
Illinois,Percent from General Fund,0.0,2021
Illinois,Percent from General Fund,8.36,2022
Illinois,Percent from General Fund,0.0,2023
Illinois,Status of Budget,Final spending,2009
Illinois,Status of Budget,Current,2010
Illinois,Status of Budget,Proposed,2011
Illinois,Status of Budget,Final,2011_old
Illinois,Status of Budget,Enacted,2012
Illinois,Status of Budget,Recommended,2013
Illinois,Status of Budget,Final,2013_old
Illinois,Status of Budget,Final,2014
Illinois,Status of Budget,Final,2015
Illinois,Status of Budget,Final,2016
Illinois,Status of Budget,Final,2016_old
Illinois,Status of Budget,Final,2017
Illinois,Status of Budget,Final,2019
Illinois,Status of Budget,Final,2020
Illinois,Status of Budget,Final,2021
Illinois,Status of Budget,Final,2022
Illinois,Status of Budget,Final,2023
Indiana,Amount from Federal Government,23966403,2013_old
Indiana,Amount from Federal Government,24381116,2014
Indiana,Amount from Federal Government,24381116,2015
Indiana,Amount from Fees / Other,86305980,2013_old
Indiana,Amount from Fees / Other,87105653,2014
Indiana,Amount from Fees / Other,87105653,2015
Indiana,Amount from General Fund,24370331,2013_old
Indiana,Amount from General Fund,23608443,2014
Indiana,Amount from General Fund,23608443,2015
Indiana,Amount of Budget from SRF,51656000,2011_old
Indiana,Amount of Budget from SRF,49375000,2012
Indiana,Environmental Agency Budget,134642714,2013_old
Indiana,Environmental Agency Budget,135095212,2014
Indiana,Environmental Agency Budget,135095212,2015
Indiana,Environmental Agency Budget,122847985,2020
Indiana,Environmental Agency Budget,164128080,2021
Indiana,Environmental Agency Budget,155410414,2022
Indiana,Environmental Agency Budget,141975576,2023
Indiana,Environmental Agency Budget (SRF Added),186688074,2011_old
Indiana,Environmental Agency Budget (SRF Added),184017715,2012
Indiana,Environmental Agency Budget (SRF Added),134642715,2013
Indiana,Percent from Federal Government,19,2009
Indiana,Percent from Federal Government,19,2010
Indiana,Percent from Federal Government,21.50,2011
Indiana,Percent from Federal Government,18.80,2011_old
Indiana,Percent from Federal Government,17.80,2012
Indiana,Percent from Federal Government,17.80,2013
Indiana,Percent from Fees / Other,48,2009
Indiana,Percent from Fees / Other,48.60,2010
Indiana,Percent from Fees / Other,48.50,2011
Indiana,Percent from Fees / Other,63.70,2011_old
Indiana,Percent from Fees / Other,64.10,2012
Indiana,Percent from Fees / Other,64.10,2013
Indiana,Percent from General Fund,27,2009
Indiana,Percent from General Fund,25.90,2010
Indiana,Percent from General Fund,31,2011
Indiana,Percent from General Fund,17.50,2011_old
Indiana,Percent from General Fund,18.10,2012
Indiana,Percent from General Fund,18.10,2013
Indiana,Status of Budget,Final,2009
Indiana,Status of Budget,Final as passed; Excludes Tank fees,2010
Indiana,Status of Budget,Final as passed; Excludes Tank fees,2011
Indiana,Status of Budget,Actual,2011_old
Indiana,Status of Budget,Final,2012
Indiana,Status of Budget,Final,2013
Indiana,Status of Budget,Final,2013_old
Indiana,Status of Budget,Final,2014
Indiana,Status of Budget,Final,2015
Indiana,Status of Budget,Final,2020
Indiana,Status of Budget,Final,2021
Indiana,Status of Budget,Final,2022
Indiana,Status of Budget,Final,2023
Iowa,Amount from Federal Government,24488377,2013_old
Iowa,Amount from Federal Government,23940277,2014
Iowa,Amount from Federal Government,25807769,2015
Iowa,Amount from Federal Government,30528176,2020
Iowa,Amount from Federal Government,29516463,2021
Iowa,Amount from Federal Government,33411142,2022
Iowa,Amount from Federal Government,26821350,2023
Iowa,Amount from Fees / Other,26707484,2013_old
Iowa,Amount from Fees / Other,27236313,2014
Iowa,Amount from Fees / Other,26634014,2015
Iowa,Amount from Fees / Other,24433980,2020
Iowa,Amount from Fees / Other,25687060,2021
Iowa,Amount from Fees / Other,25456623,2022
Iowa,Amount from Fees / Other,25966539,2023
Iowa,Amount from General Fund,3528705,2013_old
Iowa,Amount from General Fund,3562070,2014
Iowa,Amount from General Fund,3273290,2015
Iowa,Amount from General Fund,3051904,2020
Iowa,Amount from General Fund,2630116,2021
Iowa,Amount from General Fund,2590731,2022
Iowa,Amount from General Fund,2666388,2023
Iowa,Environmental Agency Budget,46800000,2009
Iowa,Environmental Agency Budget,52400000,2010
Iowa,Environmental Agency Budget,51000000,2011
Iowa,Environmental Agency Budget,54727567,2013_old
Iowa,Environmental Agency Budget,54739661,2014
Iowa,Environmental Agency Budget,55715073,2015
Iowa,Environmental Agency Budget,58629319,2016
Iowa,Environmental Agency Budget,58629319,2016_old
Iowa,Environmental Agency Budget,55596410,2017
Iowa,Environmental Agency Budget,53428552,2018
Iowa,Environmental Agency Budget,57123724,2019
Iowa,Environmental Agency Budget,58014061,2020
Iowa,Environmental Agency Budget,57833639,2021
Iowa,Environmental Agency Budget,61458496,2022
Iowa,Environmental Agency Budget,55454277,2023
Iowa,Percent from Federal Government,36,2009
Iowa,Percent from Federal Government,39,2010
Iowa,Percent from Federal Government,41,2011
Iowa,Percent from Federal Government,52.62,2020
Iowa,Percent from Federal Government,51.04,2021
Iowa,Percent from Federal Government,54.36,2022
Iowa,Percent from Federal Government,48.37,2023
Iowa,Percent from Fees / Other,49,2009
Iowa,Percent from Fees / Other,49,2010
Iowa,Percent from Fees / Other,50,2011
Iowa,Percent from Fees / Other,42.12,2020
Iowa,Percent from Fees / Other,44.42,2021
Iowa,Percent from Fees / Other,41.42,2022
Iowa,Percent from Fees / Other,46.83,2023
Iowa,Percent from General Fund,15,2009
Iowa,Percent from General Fund,12,2010
Iowa,Percent from General Fund,9,2011
Iowa,Percent from General Fund,5.26,2020
Iowa,Percent from General Fund,4.55,2021
Iowa,Percent from General Fund,4.22,2022
Iowa,Percent from General Fund,4.81,2023
Iowa,Status of Budget,Approved,2009
Iowa,Status of Budget,Current,2010
Iowa,Status of Budget,Budgeted,2011
Iowa,Status of Budget,Final,2013_old
Iowa,Status of Budget,Final,2014
Iowa,Status of Budget,Final,2015
Iowa,Status of Budget,Final,2016
Iowa,Status of Budget,Final,2016_old
Iowa,Status of Budget,Final,2017
Iowa,Status of Budget,Final,2018
Iowa,Status of Budget,Final,2019
Iowa,Status of Budget,Final,2020
Iowa,Status of Budget,Final,2021
Iowa,Status of Budget,Final,2022
Iowa,Status of Budget,Final,2023
Kansas,Amount from Federal Government,24586380,2013_old
Kansas,Amount from Federal Government,23292277,2014
Kansas,Amount from Federal Government,24552469,2015
Kansas,Amount from Federal Government,19328779,2016
Kansas,Amount from Federal Government,19328779,2016_old
Kansas,Amount from Federal Government,19709242,2017
Kansas,Amount from Federal Government,21734037,2018
Kansas,Amount from Federal Government,19653568,2019
Kansas,Amount from Fees / Other,42755400,2013_old
Kansas,Amount from Fees / Other,35850397,2014
Kansas,Amount from Fees / Other,38647718,2015
Kansas,Amount from Fees / Other,41881482,2016
Kansas,Amount from Fees / Other,41881482,2016_old
Kansas,Amount from Fees / Other,43859693,2017
Kansas,Amount from Fees / Other,50854785,2018
Kansas,Amount from Fees / Other,46619522,2019
Kansas,Amount from General Fund,6332748,2013_old
Kansas,Amount from General Fund,5276350,2014
Kansas,Amount from General Fund,5213074,2015
Kansas,Amount from General Fund,4378457,2016
Kansas,Amount from General Fund,4378457,2016_old
Kansas,Amount from General Fund,4292462,2017
Kansas,Amount from General Fund,4091331,2018
Kansas,Amount from General Fund,4443941,2019
Kansas,Amount of Budget from SRF,Included,2011_old
Kansas,Amount of Budget from SRF,Included,2012
Kansas,Amount of Budget from SRF,Included,2013
Kansas,Environmental Agency Budget,72538778,2011_old
Kansas,Environmental Agency Budget,74133338,2012
Kansas,Environmental Agency Budget,72603904,2013
Kansas,Environmental Agency Budget,73674528,2013_old
Kansas,Environmental Agency Budget,64419024,2014
Kansas,Environmental Agency Budget,68413261,2015
Kansas,Environmental Agency Budget,65588718,2016
Kansas,Environmental Agency Budget,65588718,2016_old
Kansas,Environmental Agency Budget,67861397,2017
Kansas,Environmental Agency Budget,76680153,2018
Kansas,Environmental Agency Budget,70717031,2019
Kansas,Percent from Federal Government,40.00,2011_old
Kansas,Percent from Federal Government,39.00,2012
Kansas,Percent from Federal Government,38.00,2013
Kansas,Percent from Federal Government,29.47,2016
Kansas,Percent from Federal Government,29.47,2016_old
Kansas,Percent from Federal Government,29.04,2017
Kansas,Percent from Federal Government,28.34,2018
Kansas,Percent from Federal Government,27.79,2019
Kansas,Percent from Fees / Other,55.00,2011_old
Kansas,Percent from Fees / Other,55.00,2012
Kansas,Percent from Fees / Other,57.00,2013
Kansas,Percent from Fees / Other,63.85,2016
Kansas,Percent from Fees / Other,63.85,2016_old
Kansas,Percent from Fees / Other,64.63,2017
Kansas,Percent from Fees / Other,66.32,2018
Kansas,Percent from Fees / Other,65.92,2019
Kansas,Percent from General Fund,5.00,2011_old
Kansas,Percent from General Fund,6.00,2012
Kansas,Percent from General Fund,5.00,2013
Kansas,Percent from General Fund,6.68,2016
Kansas,Percent from General Fund,6.68,2016_old
Kansas,Percent from General Fund,6.33,2017
Kansas,Percent from General Fund,5.34,2018
Kansas,Percent from General Fund,6.28,2019
Kansas,Status of Budget,Final,2011_old
Kansas,Status of Budget,Current,2012
Kansas,Status of Budget,Proposed,2013
Kansas,Status of Budget,Final,2013_old
Kansas,Status of Budget,Final,2014
Kansas,Status of Budget,Final,2015
Kansas,Status of Budget,Final,2016
Kansas,Status of Budget,Final,2016_old
Kansas,Status of Budget,Final,2017
Kansas,Status of Budget,Final,2018
Kansas,Status of Budget,Final,2019
Kentucky,Amount from Federal Government,24269958,2013_old
Kentucky,Amount from Federal Government,23405148,2014
Kentucky,Amount from Federal Government,21542592,2015
Kentucky,Amount from Federal Government,26040987.5,2020
Kentucky,Amount from Federal Government,25347775.8,2021
Kentucky,Amount from Federal Government,24244223.0,2022
Kentucky,Amount from Federal Government,23435877.3,2023
Kentucky,Amount from Fees / Other,50624480,2013_old
Kentucky,Amount from Fees / Other,58195188,2014
Kentucky,Amount from Fees / Other,61832044,2015
Kentucky,Amount from Fees / Other,62171909.8,2020
Kentucky,Amount from Fees / Other,66366375.68,2021
Kentucky,Amount from Fees / Other,60078709.07,2022
Kentucky,Amount from Fees / Other,67571679.23,2023
Kentucky,Amount from General Fund,20606962,2013_old
Kentucky,Amount from General Fund,21982000,2014
Kentucky,Amount from General Fund,21417700,2015
Kentucky,Amount from General Fund,25235060.5,2020
Kentucky,Amount from General Fund,22927100,2021
Kentucky,Amount from General Fund,26955000,2022
Kentucky,Amount from General Fund,27318493,2023
Kentucky,Amount of Budget from SRF,32579000,2011_old
Kentucky,Amount of Budget from SRF,31125000,2012
Kentucky,Environmental Agency Budget,72955642,2009
Kentucky,Environmental Agency Budget,79890900,2010
Kentucky,Environmental Agency Budget,78509400,2011
Kentucky,Environmental Agency Budget,95501400,2013_old
Kentucky,Environmental Agency Budget,103582336,2014
Kentucky,Environmental Agency Budget,104792336,2015
Kentucky,Environmental Agency Budget,102932538.82,2016
Kentucky,Environmental Agency Budget,102932538.,2016_old
Kentucky,Environmental Agency Budget,103989427.72,2017
Kentucky,Environmental Agency Budget,99411922.95,2018
Kentucky,Environmental Agency Budget,107027689.03,2019
Kentucky,Environmental Agency Budget,113447957.85,2020
Kentucky,Environmental Agency Budget,114641251.48,2021
Kentucky,Environmental Agency Budget,111277932.16,2022
Kentucky,Environmental Agency Budget,118326049.60,2023
Kentucky,Environmental Agency Budget (SRF Added),135353338,2011_old
Kentucky,Environmental Agency Budget (SRF Added),145510600,2012
Kentucky,Environmental Agency Budget (SRF Added),110901200,2013
Kentucky,Percent from Federal Government,30,2009
Kentucky,Percent from Federal Government,29,2010
Kentucky,Percent from Federal Government,28,2011
Kentucky,Percent from Federal Government,24.15,2011_old
Kentucky,Percent from Federal Government,22.81,2012
Kentucky,Percent from Federal Government,20.94,2013
Kentucky,Percent from Federal Government,22.95,2020
Kentucky,Percent from Federal Government,22.11,2021
Kentucky,Percent from Federal Government,21.79,2022
Kentucky,Percent from Federal Government,19.81,2023
Kentucky,Percent from Fees / Other,41,2009
Kentucky,Percent from Fees / Other,44,2010
Kentucky,Percent from Fees / Other,44,2011
Kentucky,Percent from Fees / Other,54.94,2011_old
Kentucky,Percent from Fees / Other,59.12,2012
Kentucky,Percent from Fees / Other,60.52,2013
Kentucky,Percent from Fees / Other,54.8,2020
Kentucky,Percent from Fees / Other,57.89,2021
Kentucky,Percent from Fees / Other,53.99,2022
Kentucky,Percent from Fees / Other,57.11,2023
Kentucky,Percent from General Fund,29,2009
Kentucky,Percent from General Fund,27,2010
Kentucky,Percent from General Fund,28,2011
Kentucky,Percent from General Fund,20.92,2011_old
Kentucky,Percent from General Fund,18.08,2012
Kentucky,Percent from General Fund,18.54,2013
Kentucky,Percent from General Fund,22.24,2020
Kentucky,Percent from General Fund,20.0,2021
Kentucky,Percent from General Fund,24.22,2022
Kentucky,Percent from General Fund,23.09,2023
Kentucky,Status of Budget,Final,2009
Kentucky,Status of Budget,Adopted,2010
Kentucky,Status of Budget,Adopted (reduction in General Funds will likely occur in FY11) ,2011
Kentucky,Status of Budget,Actual,2011_old
Kentucky,Status of Budget,Current,2012
Kentucky,Status of Budget,Enacted,2013
Kentucky,Status of Budget,Actual,2013_old
Kentucky,Status of Budget,Actual,2014
Kentucky,Status of Budget,Actual,2015
Kentucky,Status of Budget,Actual,2016
Kentucky,Status of Budget,Actual,2016_old
Kentucky,Status of Budget,Actual,2017
Kentucky,Status of Budget,Actual,2018
Kentucky,Status of Budget,Actual,2019
Kentucky,Status of Budget,Actual,2020
Kentucky,Status of Budget,Actual,2021
Kentucky,Status of Budget,Actual,2022
Kentucky,Status of Budget,Actual,2023
Louisiana,Amount from Federal Government,24883179,2016
Louisiana,Amount from Federal Government,"Amount from Federal
Gov?t (e.g. U.S. EPA)",2016_old
Louisiana,Amount from Federal Government,24885647,2017
Louisiana,Amount from Federal Government,24914915,2018
Louisiana,Amount from Federal Government,22257933,2019
Louisiana,Amount from Federal Government,19634301,2020
Louisiana,Amount from Federal Government,19634301,2021
Louisiana,Amount from Federal Government,19234301,2022
Louisiana,Amount from Federal Government,19247601,2023
Louisiana,Amount from Fees / Other,87775253,2016
Louisiana,Amount from Fees / Other,Amount from Fees Other,2016_old
Louisiana,Amount from Fees / Other,94820578,2017
Louisiana,Amount from Fees / Other,101945664,2018
Louisiana,Amount from Fees / Other,103950605,2019
Louisiana,Amount from Fees / Other,120725895,2020
Louisiana,Amount from Fees / Other,126215616,2021
Louisiana,Amount from Fees / Other,124106302,2022
Louisiana,Amount from Fees / Other,121212799,2023
Louisiana,Amount from General Fund,419364,2016
Louisiana,Amount from General Fund,"Amount from General
Fund",2016_old
Louisiana,Amount from General Fund,0,2017
Louisiana,Amount from General Fund,0,2018
Louisiana,Amount from General Fund,0,2019
Louisiana,Amount from General Fund,0,2020
Louisiana,Amount from General Fund,0,2021
Louisiana,Amount from General Fund,3529624,2022
Louisiana,Amount from General Fund,7347374,2023
Louisiana,Amount of Budget from SRF,34195000,2011_old
Louisiana,Amount of Budget from SRF,32656000,2012
Louisiana,Environmental Agency Budget,113077796,2016
Louisiana,Environmental Agency Budget,"Environmental Agency
Budget",2016_old
Louisiana,Environmental Agency Budget,119706225,2017
Louisiana,Environmental Agency Budget,126860579,2018
Louisiana,Environmental Agency Budget,126208538,2019
Louisiana,Environmental Agency Budget,140360196,2020
Louisiana,Environmental Agency Budget,145849917,2021
Louisiana,Environmental Agency Budget,146870227,2022
Louisiana,Environmental Agency Budget,147807774,2023
Louisiana,Environmental Agency Budget (SRF Added),151360857,2011_old
Louisiana,Environmental Agency Budget (SRF Added),163360754,2012
Louisiana,Environmental Agency Budget (SRF Added),118765439,2013
Louisiana,Percent from Federal Government,16.20,2011_old
Louisiana,Percent from Federal Government,19.33,2012
Louisiana,Percent from Federal Government,19.19,2013
Louisiana,Percent from Federal Government,22.01,2016
Louisiana,Percent from Federal Government,20.79,2017
Louisiana,Percent from Federal Government,19.64,2018
Louisiana,Percent from Federal Government,17.64,2019
Louisiana,Percent from Federal Government,13.99,2020
Louisiana,Percent from Federal Government,13.46,2021
Louisiana,Percent from Federal Government,13.1,2022
Louisiana,Percent from Federal Government,13.02,2023
Louisiana,Percent from Fees / Other,83.80,2011_old
Louisiana,Percent from Fees / Other,80.48,2012
Louisiana,Percent from Fees / Other,80.60,2013
Louisiana,Percent from Fees / Other,77.62,2016
Louisiana,Percent from Fees / Other,79.21,2017
Louisiana,Percent from Fees / Other,80.36,2018
Louisiana,Percent from Fees / Other,82.36,2019
Louisiana,Percent from Fees / Other,86.01,2020
Louisiana,Percent from Fees / Other,86.54,2021
Louisiana,Percent from Fees / Other,84.5,2022
Louisiana,Percent from Fees / Other,82.01,2023
Louisiana,Percent from General Fund,0,2011_old
Louisiana,Percent from General Fund,0.19,2012
Louisiana,Percent from General Fund,0.21,2013
Louisiana,Percent from General Fund,0.37,2016
Louisiana,Percent from General Fund,0.0,2017
Louisiana,Percent from General Fund,0.0,2018
Louisiana,Percent from General Fund,0.0,2019
Louisiana,Percent from General Fund,0.0,2020
Louisiana,Percent from General Fund,0.0,2021
Louisiana,Percent from General Fund,2.4,2022
Louisiana,Percent from General Fund,4.97,2023
Louisiana,Status of Budget,Actual,2011_old
Louisiana,Status of Budget,Operating,2012
Louisiana,Status of Budget,Recommended,2013
Louisiana,Status of Budget,Appropriated,2016
Louisiana,Status of Budget,Budget Status,2016_old
Louisiana,Status of Budget,Appropriated,2017
Louisiana,Status of Budget,Appropriated,2018
Louisiana,Status of Budget,Appropriated,2019
Louisiana,Status of Budget,Appropriated,2020
Louisiana,Status of Budget,Appropriated,2021
Louisiana,Status of Budget,Appropriated,2022
Louisiana,Status of Budget,Appropriated,2023
Maine,Amount from Federal Government,20156056,2013_old
Maine,Amount from Federal Government,20742590,2014
Maine,Amount from Federal Government,19918437,2015
Maine,Amount from Federal Government,18248904,2016
Maine,Amount from Federal Government,"Amount from Federal
Gov?t (e.g. U.S. EPA)",2016_old
Maine,Amount from Federal Government,17825039,2017
Maine,Amount from Federal Government,14750559,2018
Maine,Amount from Federal Government,14455559,2019
Maine,Amount from Federal Government,10570439,2020
Maine,Amount from Federal Government,10020912,2021
Maine,Amount from Federal Government,8722966,2022
Maine,Amount from Federal Government,9007670,2023
Maine,Amount from Fees / Other,56639892,2013_old
Maine,Amount from Fees / Other,54527114,2014
Maine,Amount from Fees / Other,52618901,2015
Maine,Amount from Fees / Other,56725688,2016
Maine,Amount from Fees / Other,Amount from Fees Other,2016_old
Maine,Amount from Fees / Other,55303823,2017
Maine,Amount from Fees / Other,51134802,2018
Maine,Amount from Fees / Other,52609033,2019
Maine,Amount from Fees / Other,36610064,2020
Maine,Amount from Fees / Other,33549424,2021
Maine,Amount from Fees / Other,29523436,2022
Maine,Amount from Fees / Other,33300599,2023
Maine,Amount from General Fund,5958052,2013_old
Maine,Amount from General Fund,6423298,2014
Maine,Amount from General Fund,7090422,2015
Maine,Amount from General Fund,7641017,2016
Maine,Amount from General Fund,"Amount from General
Fund",2016_old
Maine,Amount from General Fund,7631386,2017
Maine,Amount from General Fund,7860985,2018
Maine,Amount from General Fund,9474599,2019
Maine,Amount from General Fund,9171190,2020
Maine,Amount from General Fund,8615101,2021
Maine,Amount from General Fund,11343949,2022
Maine,Amount from General Fund,12445375,2023
Maine,Amount of Budget from SRF,20964000,2011_old
Maine,Amount of Budget from SRF,20026000,2012
Maine,Environmental Agency Budget,82754000,2013_old
Maine,Environmental Agency Budget,81693002,2014
Maine,Environmental Agency Budget,79627760,2015
Maine,Environmental Agency Budget,82615609,2016
Maine,Environmental Agency Budget,"Environmental Agency
Budget",2016_old
Maine,Environmental Agency Budget,80760248,2017
Maine,Environmental Agency Budget,73746346,2018
Maine,Environmental Agency Budget,76539191,2019
Maine,Environmental Agency Budget,103437239,2020
Maine,Environmental Agency Budget,113220422,2021
Maine,Environmental Agency Budget,146136691,2022
Maine,Environmental Agency Budget,167688486,2023
Maine,Environmental Agency Budget (SRF Added),97720145,2011_old
Maine,Environmental Agency Budget (SRF Added),97463356,2012
Maine,Environmental Agency Budget (SRF Added),77816748,2013
Maine,Percent from Federal Government,22.30,2009
Maine,Percent from Federal Government,20.50,2010
Maine,Percent from Federal Government,20.50,2011
Maine,Percent from Federal Government,23.30,2011_old
Maine,Percent from Federal Government,23.30,2012
Maine,Percent from Federal Government,23.50,2013
Maine,Percent from Federal Government,22.09,2016
Maine,Percent from Federal Government,22.07,2017
Maine,Percent from Federal Government,20.0,2018
Maine,Percent from Federal Government,18.89,2019
Maine,Percent from Federal Government,10.22,2020
Maine,Percent from Federal Government,8.85,2021
Maine,Percent from Federal Government,5.97,2022
Maine,Percent from Federal Government,5.37,2023
Maine,Percent from Fees / Other,66.10,2009
Maine,Percent from Fees / Other,70.60,2010
Maine,Percent from Fees / Other,70.60,2011
Maine,Percent from Fees / Other,69.10,2011_old
Maine,Percent from Fees / Other,67.50,2012
Maine,Percent from Fees / Other,67.80,2013
Maine,Percent from Fees / Other,68.66,2016
Maine,Percent from Fees / Other,68.48,2017
Maine,Percent from Fees / Other,69.34,2018
Maine,Percent from Fees / Other,68.73,2019
Maine,Percent from Fees / Other,35.39,2020
Maine,Percent from Fees / Other,29.63,2021
Maine,Percent from Fees / Other,20.2,2022
Maine,Percent from Fees / Other,19.86,2023
Maine,Percent from General Fund,11.60,2009
Maine,Percent from General Fund,8.90,2010
Maine,Percent from General Fund,8.90,2011
Maine,Percent from General Fund,7.60,2011_old
Maine,Percent from General Fund,9.20,2012
Maine,Percent from General Fund,8.70,2013
Maine,Percent from General Fund,9.25,2016
Maine,Percent from General Fund,9.45,2017
Maine,Percent from General Fund,10.66,2018
Maine,Percent from General Fund,12.38,2019
Maine,Percent from General Fund,8.87,2020
Maine,Percent from General Fund,7.61,2021
Maine,Percent from General Fund,7.76,2022
Maine,Percent from General Fund,7.42,2023
Maine,Status of Budget,Final as spent,2009
Maine,Status of Budget,As enacted,2010
Maine,Status of Budget,As enacted,2011
Maine,Status of Budget,Enacted,2011_old
Maine,Status of Budget,Budgeted,2012
Maine,Status of Budget,Budgeted,2013
Maine,Status of Budget,Final,2013_old
Maine,Status of Budget,Final,2014
Maine,Status of Budget,Final,2015
Maine,Status of Budget,Final,2016
Maine,Status of Budget,Budget Status,2016_old
Maine,Status of Budget,Final,2017
Maine,Status of Budget,Final,2018
Maine,Status of Budget,Final,2019
Maine,Status of Budget,FINAL,2020
Maine,Status of Budget,FINAL,2021
Maine,Status of Budget,FINAL,2022
Maine,Status of Budget,FINAL,2023
Maryland,Amount from Federal Government,78028912,2013_old
Maryland,Amount from Federal Government,73363563,2014
Maryland,Amount from Federal Government,75018067,2015
Maryland,Amount from Federal Government,74785088,2016
Maryland,Amount from Federal Government,74785088,2016_old
Maryland,Amount from Federal Government,74210900,2017
Maryland,Amount from Federal Government,70863231,2018
Maryland,Amount from Federal Government,75467381,2019
Maryland,Amount from Federal Government,54856281,2020
Maryland,Amount from Federal Government,70307344,2021
Maryland,Amount from Federal Government,50467798,2022
Maryland,Amount from Federal Government,70105538,2023
Maryland,Amount from Fees / Other,354264469,2013_old
Maryland,Amount from Fees / Other,263020091,2014
Maryland,Amount from Fees / Other,270833935,2015
Maryland,Amount from Fees / Other,270817240,2016
Maryland,Amount from Fees / Other,270817240,2016_old
Maryland,Amount from Fees / Other,306122935,2017
Maryland,Amount from Fees / Other,291332433,2018
Maryland,Amount from Fees / Other,343072276,2019
Maryland,Amount from Fees / Other,375837308,2020
Maryland,Amount from Fees / Other,345617046,2021
Maryland,Amount from Fees / Other,410505017,2022
Maryland,Amount from Fees / Other,527673313,2023
Maryland,Amount from General Fund,32428322,2013_old
Maryland,Amount from General Fund,36568233,2014
Maryland,Amount from General Fund,33212121,2015
Maryland,Amount from General Fund,32117337,2016
Maryland,Amount from General Fund,32117337,2016_old
Maryland,Amount from General Fund,29885460,2017
Maryland,Amount from General Fund,28868614,2018
Maryland,Amount from General Fund,30985752,2019
Maryland,Amount from General Fund,35598633,2020
Maryland,Amount from General Fund,33476953,2021
Maryland,Amount from General Fund,39633286,2022
Maryland,Amount from General Fund,79097682,2023
Maryland,Amount of Budget from SRF,Included,2011_old
Maryland,Amount of Budget from SRF,Included,2012
Maryland,Amount of Budget from SRF,Included,2013
Maryland,Environmental Agency Budget,256837522,2011_old
Maryland,Environmental Agency Budget,288511057,2012
Maryland,Environmental Agency Budget,493629433,2013
Maryland,Environmental Agency Budget,464721703,2013_old
Maryland,Environmental Agency Budget,372951887,2014
Maryland,Environmental Agency Budget,379064123,2015
Maryland,Environmental Agency Budget,377719665,2016
Maryland,Environmental Agency Budget,377719665,2016_old
Maryland,Environmental Agency Budget,410219295,2017
Maryland,Environmental Agency Budget,391064278,2018
Maryland,Environmental Agency Budget,449525409,2019
Maryland,Environmental Agency Budget,466292222,2020
Maryland,Environmental Agency Budget,449401343,2021
Maryland,Environmental Agency Budget,500606101,2022
Maryland,Environmental Agency Budget,676876533,2023
Maryland,Percent from Federal Government,23,2009
Maryland,Percent from Federal Government,17,2010
Maryland,Percent from Federal Government,20,2011
Maryland,Percent from Federal Government,22.50,2011_old
Maryland,Percent from Federal Government,31.86,2012
Maryland,Percent from Federal Government,16.49,2013
Maryland,Percent from Federal Government,19.8,2016
Maryland,Percent from Federal Government,19.8,2016_old
Maryland,Percent from Federal Government,18.09,2017
Maryland,Percent from Federal Government,18.12,2018
Maryland,Percent from Federal Government,16.79,2019
Maryland,Percent from Federal Government,11.76,2020
Maryland,Percent from Federal Government,15.64,2021
Maryland,Percent from Federal Government,10.08,2022
Maryland,Percent from Federal Government,10.36,2023
Maryland,Percent from Fees / Other,61,2009
Maryland,Percent from Fees / Other,71,2010
Maryland,Percent from Fees / Other,68,2011
Maryland,Percent from Fees / Other,64.75,2011_old
Maryland,Percent from Fees / Other,57,2012
